title,author,url,description,host_platform,language,image,dateAdded,id,status,link,timeAdded,contentHash,itunesId,source,dead,is_corporate
Dakdekker Doetinchem,Denzel Cornelissen,https://www.spreaker.com/show/7260131/episodes/feed,"Welkom bij de podcast van <a href=""https://dakdekkerdoetinchem.net/"" target=""_blank"" rel=""noreferrer noopener""><b>Dakdekker Doetinchem</b></a> – dé plek voor praktische informatie, deskundige tips en heldere uitleg over alles wat met uw dak te maken heeft. Als lokale specialist bespreken we onderwerpen zoals dakreparatie, dakonderhoud, dakrenovatie, daklekkages en het kiezen van de juiste dakbedekking. Ook behandelen we dakpannen, bitumen en EPDM, het reinigen en vervangen van dakgoten en het onderhouden van schoorstenen.Met onze podcast willen we huiseigenaren en ondernemers in Doetinchem en omgeving helpen om beter geïnformeerde keuzes te maken. Hoe herkent u beginnende dakschade? Wanneer is repareren voldoende en wanneer is renovatie verstandiger? Welke materialen passen bij uw type dak? En hoe kunt u problemen en onverwachte kosten zoveel mogelijk voorkomen?<a href=""https://dakdekkerdoetinchem.net/"" target=""_blank"" rel=""noreferrer noopener""><b>Dakdekker Doetinchem</b></a> maakt dakwerk begrijpelijk met toegankelijke informatie, handige aandachtspunten en antwoorden op veelgestelde vragen. Of u nu te maken heeft met een lekkage, onderhoud plant of meer wilt weten over een nieuw dak: luister mee en vergroot uw kennis.Meer informatie of een gratis en vrijblijvende offerte aanvragen? Bezoek <b><a href=""https://dakdekkerdoetinchem.net/"" target=""_blank"" rel=""noreferrer noopener"">https://dakdekkerdoetinchem.net</a></b>.",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/e1e3bbb9ca3ef67dbea4f40d25acdbcc.jpg,2026-08-13 08:40:05,7989603,confirmed,https://dakdekkerdoetinchem.net,1786610405,23dcde6eed2e409a03316941d2731591,,4,0,INDIVIDUAL
The Unexplained Mailroom,Mara Ellison,https://www.spreaker.com/show/7260064/episodes/feed,"<b>Welcome to The Unexplained Mailroom, where allegedly true horror stories, paranormal encounters, disturbing emails, and unexplained experiences are opened and explored. Each episode features three viewer submissions or publicly shared accounts, presented with original narration, context, and commentary. Made for listeners who enjoy late-night horror, supernatural mysteries, and unsettling real-life stories. Names and identifying details may be changed for privacy.</b><br /><b></b><br /><b>If you have experienced something unexplained, paranormal, or genuinely frightening, you can submit your own story for a future episode. Send your account to: theunexplainedmailroom@gmail.com with the subject line ""Story Submission"" followed by your country or state. Include the approximate date, location, and what happened. Let us know whether you'd like your real name used or prefer to remain anonymous.</b>",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/b78591e2256cecb63c0c552cf99dd065.jpg,2026-08-13 08:34:09,7989600,confirmed,https://www.youtube.com/@TheUnexplainedMailroom,1786610049,4dde0a3c2e498ad5c75fbe547ed1a832,,4,0,INDIVIDUAL
"Onlinekurs, Workshop und Co. wirksam gestalten | teachValution",Steffi Keuls,https://feeds.captivate.fm/teachvalution/,"Du willst Onlinekurse, Workshops oder hybride Lernangebote entwickeln, die wirklich etwas bewirken, statt nur gut auszusehen? In diesem Podcast bekommst du Klarheit, Struktur und ehrliche Impulse, wie du dein Wissen verständlich, praxisnah und mit Haltung vermittelst. Für alle Coaches, Trainer*innen und Expert*innen, die Lehren ernst nehmen und Wirkung entfalten wollen. Denn wenn Wissen wirkt, entsteht Verständnis, wächst Stärke, erwacht Verantwortung und gemeinsam wird Wandel möglich.",Captivate,en,https://artwork.captivate.fm/c6e5019d-b146-4ac6-baec-7d90699cca0f/41574272-1752410632850-4e0d97ac71d0f.jpg,2026-08-13 08:26:15,7989594,confirmed,https://www.skool.com/lehren-lernen/about,1786609575,c26ea14d03f5011667956254e293d172,,4,0,INDIVIDUAL
Faith podcast realtalk Podcast,faithpodcastrealtalk,https://feed.podbean.com/faithpodcastrealtalk/feed.xml,"Faith Podcast Real Talk is a platform for creatives to share their life stories and how faith shapes their daily lives. Hosted by La Shana Rochelle, the podcast features teachings, conversations, and testimonies that explore the intersection of faith, spirituality, challenges, and real-life discussions. By addressing taboo topics, the podcast aims to inspire and empower both believers and non-believers in Christ, encouraging listeners to delve deeper into their faith.",Podbean,en,https://pbcdn1.podbean.com/imglogo/image-logo/19861586/Peach_and_Gray_Life_Coach_Career_Profile_Facebook_Cover_Billboard_Square_-_5_6yc85r.png,2026-08-13 08:23:51,7989591,confirmed,https://faithpodcastrealtalk.podbean.com,1786609431,ce964d2579adaf99cf8ae2ecd9c09290,1782347334.0,2,0,INDIVIDUAL
Stick to United,The Overlap,https://feeds.acast.com/public/shows/6a744fdb2578a0c7e2e12030,"<p>Stick to United with Wayne Rooney and Mark Goldbridge, brought to you by Disney+.</p><p> </p><p>A brand-new show. A brand-new partnership.</p><p> </p><p>Wayne Rooney and Mark Goldbridge unite for a weekly Manchester United podcast featuring special guests, exclusive insight and unfiltered debate.</p><p> </p><p>Launching 18 August on The United Stand YouTube channel, Disney+ and wherever you get your podcasts.</p><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>",Acast,en,https://assets.pippa.io/shows/6a744fdb2578a0c7e2e12030/1786606921713-c820e94b-14ac-4b12-bc33-0917d0b06829.jpeg,2026-08-13 08:17:46,7989588,confirmed,https://shows.acast.com/stick-to-united,1786609066,eccacddf5a8b9f0de5f13bf3f594a683,,0,0,CORPORATE
Sam Brown University TV,Cosmic Monkey,https://rss.buzzsprout.com/2525993.rss,"<p>Sam Brown, of the Whitest Kids U'Know, sits down with a guest to discuss an overly complex topic in an underly complex way - then they bring on an expert to grade their homework.</p>",Buzzsprout,en-us,https://storage.buzzsprout.com/7htlgvledo5seezs1gu5rvfmems7?.jpg,2026-08-13 08:15:30,7989586,confirmed,https://www.buzzsprout.com/2526630,1786608930,aacd9f57e0b4ea9b6e47ab180a68d168,,4,0,INDIVIDUAL
تحدي قوي ومضحك بين الأصدقاء.. من سيكون ا,Sara Moises,https://www.spreaker.com/show/7260066/episodes/feed,في هذه الحلقة، يخوض المشاركون تحديًا ممتعًا مليئًا بالمنافسة والحماس. وبين الأسئلة والإجابات غير المتوقعة والمواقف الطريفة والكثير من الضحك، يحاول الجميع معرفة من سيتمكن من تحقيق أكبر عدد من الإجابات الصحيحة.<br />تابعوا هذا التحدي المليء بالمرح وردود الفعل العفوية والمفاجآت. فمن سيتمكن من الفوز بهذا التحدي؟ 😂❤️🔥,Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/d969b8ad8c93800e044054d408e7f3a3.jpg,2026-08-13 08:10:59,7989584,confirmed,https://www.spreaker.com/podcast/thdy-qwy-wmdhk-byn-alasdqa-mn-sykwn-a--7260066,1786608659,cb175015937e1b58d4b627a71339d39d,,4,0,INDIVIDUAL
The Human Capacity Advantage Podcast,"Kim Hires, PhD",https://rss.buzzsprout.com/2632554.rss,"<p><b>What if we have been measuring the wrong things about performance all along?</b></p><p><br></p><p>Hosted by <b>Dr. Kim Hires, </b>scientist, executive advisor, and Founder of The Nightingale Firm, <b>The Human Capacity Advantage™</b> challenges conventional thinking about burnout, leadership, organizational performance, AI, and the future of work.</p><p><br></p><p>Every episode combines research, practical frameworks, and real-world insights to help leaders and organizations build sustainable performance in an increasingly complex world.</p><p><br></p><p><b>Because being human isn't a liability, it's our greatest competitive advantage. The future belongs to leaders who know how to leverage it. </b></p><p><br></p><p><b>New episodes each week:</b></p><ul><li><b>Mondays:</b> <em>Monday Morning Capacity Check™</em> — Start your week with a practical leadership reflection.</li><li><b>Wednesdays:</b> <em>The Human Capacity Advantage™</em> — Deep dives into Human Capacity, leadership, burnout, AI, and organizational performance.</li><li><b>Fridays:</b> <em>The Human Capacity SITREP™</em> — A weekly analysis of current events through the lens of Human Capacity.</li></ul><p><br></p><p>If you are ready to rethink leadership, work, and performance, <b>welcome to my classroom where performance begins with capacity.</b></p><p><br></p><p>Learn more at <b>thenightingalefirm.com</b>.</p>",Buzzsprout,en-us,https://storage.buzzsprout.com/hl03r0jnnc89553p2h1ewysvl7e5?.jpg,2026-08-13 08:07:11,7989583,confirmed,https://www.buzzsprout.com/2632554,1786608431,b728d1212eabd2725829512b14cc1488,,0,0,INDIVIDUAL
Inspire Africa Series,Inspire Africa Series,https://feeds.acast.com/public/shows/6a7a1f9f523b3dfcd86c40cf,"Inspire Africa Series is a knowledge sharing platform documenting the lived experiences, values, and strategies of Africa’s most accomplished visionaries.Founded by Tokunbo Akerele, the series captures thoughtful, in depth conversations with leaders across culture, business, policy, and various industries. Each episode serves as part of a growing archive, created to inspire, empower, and mentor emerging leaders through reflection, honesty, and long term thinking.This channel exists as a public record of African leadership journeys preserving insight, experience, and perspective for current<hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>",Acast,en,https://assets.pippa.io/shows/6a7a1f9f523b3dfcd86c40cf/show-cover.jpg,2026-08-13 08:04:51,7989581,confirmed,https://podcasters.spotify.com/pod/show/inspire-africa-series,1786608291,1a3ae0cd71304e892fc4283b2575a3fa,,0,0,INDIVIDUAL
The Curious Educator Conversations,Jessica Karpathios,https://anchor.fm/s/1152adcec/podcast/rss,"The Curious Educator Conversations is where early childhood educators talk honestly about the real work of this field: play, pedagogy, leadership, and the beautiful complexity of it all. Come for the conversation. Stay for the reminder that you're not alone in this field, and that your thinking matters.",Anchor,en-ca,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46400979/46400979-1784654590205-a337845ba9d1d.jpg,2026-08-13 08:00:39,7989576,confirmed,https://podcasters.spotify.com/pod/show/jessica-karpathios7,1786608039,0a4b09a76e55e08eaee5bba634a36ddf,6800159823.0,2,0,INDIVIDUAL
