title,author,url,description,host_platform,language,image,dateAdded,id,status,link,timeAdded,contentHash,itunesId,source,dead,is_corporate
Finnish Legends,R. Eivind,https://www.spreaker.com/show/7143224/episodes/feed,"One dark winter's day in the north of Finland, Father Mikko seeks shelter in an isolated cabin till a storm abates. After dinner the family sit around the fire, and the daughter asks him to tell them ""all the stories he had ever heard from the very beginning of the world all the way down"", and so the book begins. In the words of the author ""If this little volume may in any degree awake some interest in the Finnish people its author will be amply satisfied, and its end will have been attained."" ( Annise)",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/c9430fe614d1b30c4ae19ae885c35840.jpg,2026-06-30 16:31:56,7935424,confirmed,https://www.spreaker.com/podcast/finnish-legends--7143224,1782837116,14f9cfc9f78e93974dd8f680a4330193,,4,0,INDIVIDUAL
Genji Monogatari (The Tale of Genji),Murasaki Shikibu,https://www.spreaker.com/show/7143223/episodes/feed,"The Tale of Genji (Genji Monogatari) is a classic work of Japanese literature attributed to the Japanese noblewoman Murasaki Shikibu in the early eleventh century, around the peak of the Heian Period. It is sometimes called the world's first novel, the first modern novel, the first romance novel, or the first novel to still be considered a classic... The Genji was written for the women of the aristocracy (the yokibito) and has many elements found in a modern novel: a central character and a very large number of major and minor characters, well-developed characterization of all the major players, a sequence of events happening over a period of time covering the central character's lifetime and beyond. The work does not make use of a plot; instead, much as in real life, events just happen and characters evolve simply by growing older. One remarkable feature of the Genji, and of Murasaki's skill, is its internal consistency, despite a dramatis personae of some four hundred characters. For instance, all characters age in step and all the family and feudal relationships are consistent among all chapters. NOTE: this is a highly condensed version of the text, running to just under 200 pages, whereas the original is nearly 1000 pages long! (Summary by Wikipedia)",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/a6993bbc2d6aad715332a12a33d6c48d.jpg,2026-06-30 16:31:40,7935422,confirmed,https://www.spreaker.com/podcast/genji-monogatari-the-tale-of-genji--7143223,1782837100,b1092e7cfbe9765c6766da868a65c07f,,4,0,INDIVIDUAL
Legends of Norseland,Mara L. Pratt,https://www.spreaker.com/show/7143222/episodes/feed,"Collection of tales from the Norse legends, from the beginning of the golden kingdom of the Aesir, to it's end within the flames of Ragnarok. (Summary by Ryan Williams)",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/5b4f0f8df3036865bb5afcf99e74d72b.jpg,2026-06-30 16:31:22,7935421,confirmed,https://www.spreaker.com/podcast/legends-of-norseland--7143222,1782837082,a82a3446f9469bc726201950c1fbaa0c,,4,0,INDIVIDUAL
Norwegian Fairy Book,Klara Stroebe,https://www.spreaker.com/show/7143221/episodes/feed,"These Norwegian tales of elemental mountain, forest and sea spirits, have been handed down by hinds and huntsmen, wood choppers and fisher folk. They are men who led a hard and lonely life amid primitive surroundings. The Norwegian Fairy Book has an appeal for one and all, since it is a book in which the mirror of fairy-tale reflects human yearnings and aspirations, human loves, ambitions and disillusionments, in an imaginatively glamored, yet not distorted form. [from the book's preface]",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/f7c86ab85c0944cb7b99bc9bf492c7fb.jpg,2026-06-30 16:31:17,7935419,confirmed,https://www.spreaker.com/podcast/norwegian-fairy-book--7143221,1782837077,2ca30ce7a424973aede62873cc4f1286,,4,0,INDIVIDUAL
The SHEA Podcast,The SHEA Podcast,https://rss.buzzsprout.com/2627552.rss,"The Society for Healthcare Epidemiology of America (SHEA)
Leading through science",Buzzsprout,en,https://storage.buzzsprout.com/306kfoidtfu8ktv3w3k0p7b4wrf9?.jpg,2026-06-30 16:31:07,7935418,confirmed,http://www.shea-online.org/,1782837067,31a292e1bdd4886d99f91d169f75178f,,4,0,CORPORATE
Jaufry the Knight and the Fair Brunissende,Jean-Bernard Mary-Lafon,https://www.spreaker.com/show/7143219/episodes/feed,"Taulat de Rugimon arrives at the court of King Arthur and stabs one of Arthur's knights. Jaufry, a young and ambitious knight, sets off in pursuit to avenge the insult to Arthur's court. After a series of bizarre adventures, Jaufry catches up with Taulat and wins the fair Brunissende. Originally an anonymous medieval verse romance, written in Occitan, Alfred Elwes's 1857 English version is a translation of Jean-Bernard Mary-Lafon's French translation, which was published in the previous year. Jaufry was reprinted in the 1970s as the 21st volume in the prestigious Newcastle Forgotten Fantasy Library. - Summary by Phil Benson",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/205d4306420830f2acbcf3d9e82cc4c6.jpg,2026-06-30 16:30:26,7935416,confirmed,https://www.spreaker.com/podcast/jaufry-the-knight-and-the-fair-brunissende--7143219,1782837026,c9ed6bc601eab0bb4e17420ce1f648e8,,4,0,INDIVIDUAL
Tragic Muse,Henry James,https://www.spreaker.com/show/7143217/episodes/feed,"Art or politics, this is the question Nick Dormer dealls with in the course of this novel. Mirian Ruth, an aspiring actress, is the ""tragic muse"" of the title. Her concerns are a bit different: would proper society accept her as an actress, or would she have to choose between giving up acting and marrying well? A large and interesting cast of secondary characters accompany them along the way, for good or bad. This novel is for lovers of Trollope and Dickins, while James's sharp and keen observations and wit are there at all times. Enjoy a stroll in the park listening to this overlooked masterpiece. . - Summary by Stav Nisser",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/ac4736d60424c2e19fed466fe07e343e.jpg,2026-06-30 16:29:36,7935413,confirmed,https://www.spreaker.com/podcast/tragic-muse--7143217,1782836976,ed84468f72eefcaf49590698a62c7752,,4,0,INDIVIDUAL
Frithiof Saga,Ferdinand Schmidt,https://www.spreaker.com/show/7143214/episodes/feed,"Iceland is the home of the Saga, a form of literature which includes the telling of the story of a hero’s life and adventures in a fixed, regular form, and which is usually intended for recitation, though the Saga is never set in the customary versified style of poetry. A large number of these Sagas, relating to Iceland, Greenland, North America, and the Norse countries, still remain, and among them the Frithiof Saga, narrating the stirring adventures of that hero of the Northland and Viking of its seas, is one of the most beautiful. Its subject is noble, heroic, and free from exaggerated description or overwrought sentiment. Frithiof is a splendid type of the old Norse hero, invincible in battle upon the land, fearless of Nature’s wrath as he sails the seas in his dragon ship, impulsive yet just, swift in punishment yet quick in forgiveness. The central motives of the Saga are his love for King Bele’s daughter, Ingeborg; the refusal of her brothers to sanction their marriage because the hero is not of royal birth; her unwilling marriage to the old King Ring; Frithiof’s exile, and his final union with Ingeborg after the death of her husband and reconciliation with her brother. Interwoven with the narrative itself, which is full of dramatic situations, are some of the old myths, than which none is more beautiful than the death of the gentle god Balder. The very breath of the North sweeps through the stately story which the German author has told with so much skill. Those who wish to come in closer contact with the Saga itself can do so by consulting Bishop Tegner’s masterly translation. - Summary by George Upton",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/8229fd82009364b994399418c1c5f7a8.jpg,2026-06-30 16:28:31,7935410,confirmed,https://www.spreaker.com/podcast/frithiof-saga--7143214,1782836911,34cc20354b4b0d7aae34a6b4d44361a1,,4,0,CORPORATE
"World’s Story Volume VIII: Norway, Sweden, Denmark, Iceland, Greenland and the Search for the Poles",Eva March Tappan,https://www.spreaker.com/show/7143213/episodes/feed,"This is the eighth volume of the 15-volume series of The World’s Story: a history of the World in story, song and art, edited by Eva March Tappan. Each book is a compilation of selections from prose literature, poetry and pictures and offers a comprehensive presentation of the world's history, art and culture, from the early times till the beginning of the 20th century. Topics in Part VIII include excerpts from the Eddas, the life of the Vikings, the Scandinavian kings' fight for supremacy and the race towards the North and South Pole. - Summary by Sonia Cast list for The ghost of Hamlet's father: Bernardo: alanmapstone / Francisco: Jim Locke / Horatio: Eva Davis / Marcellus: Tomas Peter / Hamlet: Nemo / Narrator: Sonia",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/7cc7d35a2fe6fbe595c6f8d499840b40.jpg,2026-06-30 16:27:44,7935408,confirmed,https://www.spreaker.com/podcast/world-s-story-volume-viii-norway-sweden-denmark-iceland-greenland-and-the-search-for-the-poles--7143213,1782836864,b07838eb45b16db894b1a814efa29252,,4,0,INDIVIDUAL
"His Excellency Eugene Rougon, Book Six of Rougon-Macquart Cycle",Émile Zola,https://www.spreaker.com/show/7143212/episodes/feed,"Here, in Zola's sixth novel in the Rougon-Macquart series, we get to know Pierre and Felicite's eldest son, Eugene. He's the son that made good, and stands at the pinnacle of power, at the very ear of the Emperor. But power carries with it its own perils, and so Eugene must face all manner of downturns and reversals to his fortune, and must encounter obstacles of all kinds, the chief of which being Clorinde Dalbi, an Italian beauty with the ambition and deviousness to match his own. - Summary by Mark Leder",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/69e47c616ae51e41d121ad134e3ff4b4.jpg,2026-06-30 16:27:11,7935407,confirmed,https://www.spreaker.com/podcast/his-excellency-eugene-rougon-book-six-of-rougon-macquart-cycle--7143212,1782836831,6c85a7e890ee10f55b599821823b1810,,4,0,INDIVIDUAL
