title,author,url,description,host_platform,language,image,dateAdded,id,status,link,timeAdded,contentHash,itunesId,source,dead,is_corporate
Beneath the Banner: Being Narratives of Noble Lives and Brave Deeds by Frederick J. Cross ( - fl.189,,https://www.spreaker.com/show/7146003/episodes/feed,In this book are over 30 stories by various people about men and women who have done extraordinary things during and often before the time when similar products were invented.  It is suitable for bedtime reading.  Summary by Lynda Marie Neilson,Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/f01bcaf6b6a4905aef7ef4db6506511a.jpg,2026-07-01 16:38:45,7937375,confirmed,https://www.spreaker.com/podcast/beneath-the-banner-being-narratives-of-noble-lives-and-brave-deeds-by-frederick-j-cross-fl-189--7146003,1782923925,645b41ed2ec5c753f912204a35fd6011,,4,1,UNKNOWN
Ignore My Rambles,Anesu & Siwa Mautsa,https://feeds.captivate.fm/ignoremyrambles/,"In a world full of noise, we believe the most powerful thing you can do is have a real conversation.
Ignore My Rambles is a father-daughter podcast hosted by Siwa and Anesu Mautsa. Two generations. One journey. Honest conversations about what it means to live with purpose, love deeply, heal loudly, and navigate the unexpected twists of life.
Through storytelling, lived experience, faith, humour, and life coaching insights, we explore the questions many of us are quietly wrestling with. Relationships. Identity. Family. Mental health. Purpose. Career challenges. Self-respect. Personal growth. And the lessons life teaches us when things don't go according to plan.
This space is raw. It's honest. Sometimes it's uncomfortable. But it's always rooted in reality.
Whether you're rebuilding after disappointment, navigating a major life transition, searching for purpose, or simply trying to make sense of life, you're welcome here.
So if you're tired of surface-level conversations and hungry for something real, pull up a chair and join us.
This is Ignore My Rambles.
Let's go deeper.
New episodes every two weeks.",Captivate,en,https://artwork.captivate.fm/ad7f9b1e-741c-4465-bae4-f3c77f78ff23/Ignore-1400-x-1400-px.png,2026-07-01 16:35:57,7937369,confirmed,https://ignoremyrambles.captivate.fm,1782923757,eb5785249875c59fe2af3e9316b02101,,0,0,CORPORATE
Nikky After Dark: Erotic Audio,Nikky Smith,https://www.spreaker.com/show/7137044/episodes/feed,"Welcome to Nikky After Dark: Erotic Audio — your exclusive, ad-free destination for immersive, uncensored erotic storytelling.<br />Subscribe to unlock the full sensual experience:<br /><ul><li>Every episode completely ad-free</li><li>All Frisky Friday episodes</li><li>Regular erotic audio drops and full-length immersive stories</li><li>Live Discord shows available ad-free</li><li>Raw, unfiltered confessions and fantasies</li><li>Hotwife, BDSM, public play, threesomes, power exchange, and more — all told in rich, woman’s POV detail</li></ul><br />This is where the lights go down and your deepest desires come to life. Every whisper, every moan, every forbidden moment is yours to enjoy without interruption.<br /><br />🔥 Explicit. Sensory. Addictive.  For adults 18+ only.<br /><br />New erotic audio drops weekly + ad-free access to live Discord shows. <br /><br />Perfect for your private listening pleasure — whether you’re winding down at night or indulging in a midday escape.<br /><br />Thank you for being part of this intimate community. Now… get comfortable, press play, and let me take you there.<br /><br /><br />Become a supporter of this podcast: <a href=""https://www.spreaker.com/podcast/nikky-after-dark-erotic-audio--7137044/support?utm_source=rss&utm_medium=rss&utm_campaign=rss"">https://www.spreaker.com/podcast/nikky-after-dark-erotic-audio--7137044/support</a>.",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/cf51fc77c4b62321072d721e2a696495.jpg,2026-07-01 16:31:50,7937367,confirmed,https://www.spreaker.com/podcast/nikky-after-dark-erotic-audio--7137044,1782923510,dc09f71ff988e8585c2f0775ecf9574d,,4,0,CORPORATE
Half the Sky Podcast,Half The Sky,https://feeds.libsyn.com/623055/rss,"A podcast for communist women by communist women*, because women hold up half the sky.",Libsyn,en,https://static.libsyn.com/p/assets/d/0/a/8/d0a825ee5e80ee7dd959afa2a1bf1c87/HTS_insta.jpg,2026-07-01 16:29:06,7937365,confirmed,https://halfthesky.libsyn.com,1782923346,05ab86385ac6ab8b6d37c6e09abac6b3,6786116578.0,2,0,INDIVIDUAL
"Bent Twig, The by Dorothy Canfield Fisher (1879 - 1958)",,https://www.spreaker.com/show/7146043/episodes/feed,"Semi-autobiographical series of incidents in the life of an intellectual American family in the late 19th - early 20th Century as seen by favored daughter, Sylvia Marshall. Her father is an economics professor in a Midwestern state university and she is following in his inquisitive footsteps. Canfield writes this in a matter-of-fact manner with Tarkingtonesque good humor. ( Summary by BellonaTimes )",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/451647c7cbe6464858e7c4ea1bf1c7b2.jpg,2026-07-01 16:27:05,7937364,confirmed,https://www.spreaker.com/podcast/bent-twig-the-by-dorothy-canfield-fisher-1879-1958--7146043,1782923225,2ec74a8973cd76f75adf0d9085dd9f62,,4,1,UNKNOWN
Relatively Insane Podcast,Relatively Insane Podcast,https://rss.buzzsprout.com/2627791.rss,"Relatively Insane Podcast is what happens when two siblings hand each other microphones and just enough confidence to be dangerous.
Join Natalie and Matthew as they dive headfirst into their latest obsessions, unpack current events with zero shortage of opinions, explore the strange and fascinating world of true crime, and occasionally derail the conversation with some top-tier sibling bickering. From deep dives and hot takes to random tangents and questionable life advice, no topic is safe and no disagreement stays settled for long.
Whether you're here for the crime stories, the commentary,",Buzzsprout,en-us,https://storage.buzzsprout.com/a6bjmwvglrctaw03xzdsd6mtqzc8?.jpg,2026-07-01 16:26:13,7937363,confirmed,https://podcasters.spotify.com/pod/show/relativelyinsanepodcast,1782923173,df215e631634c68e5ba8e3330c8c54d3,,4,0,INDIVIDUAL
"Benson Murder Case - A Philo Vance Story, The by S. S. Van Dine (1888 - 1939)",,https://www.spreaker.com/show/7146042/episodes/feed,"The Benson Murder Case – A Philo Vance Story is the first of a series of twelve popular mysteries set in New York during the Jazz Age. S. S. Van Dine is the nom de plume of prominent art critic, and member of New York’s avant-garde, W. H. Wright. He rapidly became one of the country’s best-selling authors and the series remained immensely popular for decades, as Philo Vance was featured in dozens of movies, plays and radio shows. <br /><br />Van Dine’s novels marked a sharp departure from earlier detective fiction. To begin with, the hero represents the antithesis of the familiar hard-boiled detective. He is an eccentric and volatile loner; a highly erudite aesthete; a debonair bon vivant; a fop. Indeed, Van Dine even flirts with his hero’s sexuality where, for instance, a friend tells Vance: “I trust you won’t wear your green carnation,” – then the symbol of homosexuality. Moreover, Philo Vance approaches crime from a totally new standpoint, more or less ignoring the sorts of evidence and inference generally used to solve mysteries. His perspective is primarily psychological. Thus, he tells his friend Van: “The truth can be learned only by an analysis of the psychological factors of a crime, and an application of them to the individual. The only real clues are psychological—not material.” (The author casts himself in the role of the narrator, “Van,” Vance’s old college friend, now his lawyer, advisor and general agent.) <br /><br />Within minutes of viewing the scene of the crime, Vance throws out veiled hints and innuendos that he knows who murdered Alvin Benson. D. A. John Markham good-humoredly ignores these intimations and soon finds there is enough evidence to make an arrest, when Vance convinces him that his suspect could not possibly be guilty. After developing a strong evidential case against someone else, Vance proves that this second suspect, too, must be innocent. And so, it goes with several more suspects. In the end Vance identifies, and explains how his reasoning immediately pointed to, the actual murderer. (Summary by Kirsten Wever)",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/2885f79c8c2691fc2c931bb5629a4e4d.jpg,2026-07-01 16:25:25,7937362,confirmed,https://www.spreaker.com/podcast/benson-murder-case-a-philo-vance-story-the-by-s-s-van-dine-1888-1939--7146042,1782923125,2df0f46bfc31ffb36682d8f74c307939,,4,1,UNKNOWN
Space Moves You - Global,SMY,https://anchor.fm/s/10e16b6c4/podcast/rss,"Space Moves You - Global brings you the most comprehensive updates from the final frontier. Utilizing a custom-built engine, we aggregate daily developments from over 15 world-class space and satellite news sources. These complex data points are then transformed into engaging, AI-driven conversations that explore not just the 'what,' but the 'why' behind space exploration. From orbital mechanics to the latest satellite launches, join our AI hosts as they decode the cosmos for the global space community. Stay informed, stay curious. Space moves us all.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/45213369/45213369-1768858322341-bf4a5f3b20393.jpg,2026-07-01 16:20:00,7937358,confirmed,https://blog.smy.net.tr,1782922800,842d3e284051147900709dd062095cfd,6785312786.0,2,0,CORPORATE
Politics & Potables,Jon Buchwald,https://rss.buzzsprout.com/2620651.rss,"<p> Politics and Potables is bringing civil political discourse back to where it started — face to face, over a drink, the way the Founders intended. Host Jon Buchwald, former congressional candidate and strategic advisor, invites guests to challenge him to a cocktail of their choosing, and then challenges them to an honest conversation about politics, policy, and what we actually have in common.  </p>",Buzzsprout,en-us,https://storage.buzzsprout.com/q8pzwersad81ythfkmfvlurpkfxd?.jpg,2026-07-01 16:17:57,7937353,confirmed,https://www.buzzsprout.com/2620651,1782922677,c2068777b4264fc559c3202807ca1db3,,4,0,INDIVIDUAL
COME ALL YE CHILDREN,Christi Lannan,https://anchor.fm/s/1130ba860/podcast/rss,COME ALL YE CHILDREN will serve as devotionals for your little ones. Let's begin the journey of teaching our children to know and comprehend the Word of God.,Anchor,en-us,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46044984/46044984-1779836860196-98e2781b135d8.jpg,2026-07-01 16:16:55,7937352,confirmed,https://podcasters.spotify.com/pod/show/christicheershs,1782922615,6617fa17625259cd456b38a17a8aeee7,1896820150.0,2,0,INDIVIDUAL
