title,author,url,description,host_platform,language,image,dateAdded,id,status,link,timeAdded,contentHash,itunesId,source,dead,is_corporate
The Long Defeat,Marshall Bauer,https://www.spreaker.com/show/7126018/episodes/feed,"Maybe being human isn't about how we avoid suffering, but how we face it.",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/ea40d71317a314360328abcf7399f1d8.jpg,2026-06-26 16:22:07,7929746,confirmed,https://www.spreaker.com/podcast/the-long-defeat--7126018,1782490927,0048fd693688462d9393844d11f8b355,,4,0,INDIVIDUAL
The Conspiracy Bible,Deep Nexus,https://feeds.simplecast.com/Aq_YEkfp,"Every official investigation leaves something out. Every final report has a footnote that didn't make the summary. Every closed case has a document that wasn't released until twenty years later...if at all.
Each week, host Marcus Cole takes one case and works through the primary sources: the commission reports, the declassified files, the autopsy findings, the civil trial verdicts that the press didn't cover. He separates what is confirmed from what is contested, and what is contested from what has been actively withheld.
Stay curious. Stay skeptical. Trust the pattern.",Simplecast,en,https://image.simplecastcdn.com/images/96b53e67-fd3a-4fc8-8813-b800a33897a8/6b81b1c8-76b7-49a0-8944-9fad1619a1b3/3000x3000/cover.jpg?aid=rss_feed,2026-06-26 16:11:28,7929742,confirmed,https://the-conspiracy-bible.simplecast.com,1782490288,61a9797ef8f20fa0bb7edb08a3c2c0ce,1896875225.0,2,0,INDIVIDUAL
Radiant Conversations,Radiant Restyle Collective,https://rss.buzzsprout.com/2626307.rss,<p>Radiant Coversations</p>,Buzzsprout,en-us,https://storage.buzzsprout.com/gbse6crr8cyujq9y2z2qgmkcs6kv?.jpg,2026-06-26 16:05:33,7929740,confirmed,https://radiant-restyle.replit.app/podcast,1782489933,81ff763011f51c803b32354294ca1b7c,,4,0,CORPORATE
The Bird: The Spirit of '76,Andy Baron,https://feeds.transistor.fm/the-bird-the-spirit-of-76,"Catapulted into American consciousness during the summer of 1976, “The Bird: The Spirit of ’76” tells the story of the late Mark “The Bird” Fidrych, a talented and eccentric pitcher for the Detroit Tigers who beats long odds to make the team and becomes American League Rookie of the Year. He is a national crossover cultural phenomenon, hanging out with Elton John, Frank Sinatra and other luminaries. Fifty years after his magical season, never-before-told stories reveal how Fidrych overcame early childhood challenges and left a lasting legacy for those with special needs.",Transistor,en,https://img.transistorcdn.com/8CjEdklCJAApEpYJiGVi6Hrj1K9Hw67HppZ9ZQNoYDY/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8xNmI5/ZDk2YjhlNWRlNTky/NjExMjJkY2UzM2Vh/YzkxMS5wbmc.jpg,2026-06-26 16:04:54,7929739,confirmed,,1782489894,77141fbfd54a29f7f2fee32659458347,,4,0,CORPORATE
Saint Louis Real Estate Market Update,Ruben Leon,https://rss.buzzsprout.com/2626256.rss,"<p><b>Saint Louis Real Estate: Market Insights & Local Trends</b></p><p>Welcome to <em>Saint Louis Real Estate: Market Insights & Local Trends</em>, your trusted source for understanding what’s really happening in the St. Louis housing market.</p><p>Whether you’re buying your first home, selling a property, investing in real estate, or simply want to stay ahead of market changes, this podcast delivers the information you need to make smarter decisions.</p><p>Each episode breaks down current market trends, neighborhood updates, interest rate impacts, inventory changes, pricing strategies, and the factors shaping real estate across the St. Louis region. We go beyond the headlines to explain what the numbers mean for real buyers and sellers.</p><p>Hosted by a local real estate professional, this show brings you expert insights, conversations with industry leaders, and practical strategies to help you navigate one of the biggest financial decisions you’ll make.</p><p>Thinking about buying? Learn how to recognize opportunities, prepare your finances, and compete in today’s market.</p><p>Thinking about selling? Discover what buyers are looking for, how to maximize your home’s value, and when the timing may be right.</p><p>Don’t guess what the market is doing — stay informed.</p><p>🎧 Subscribe now for weekly real estate updates, local market trends, and expert advice.<br> 🏡 Have a question about your neighborhood or the value of your home? Send it in — your question could be featured on a future episode.<br> 📈 Follow along and become a more informed St. Louis real estate consumer.</p><p>Your next real estate decision starts with better information.</p>",Buzzsprout,en-us,https://storage.buzzsprout.com/stc07sv4qb7p1bcwvetttakjoy1x?.jpg,2026-06-26 16:04:07,7929737,confirmed,,1782489847,cf9d33d7034e6e8d1ad482453b4ee760,,4,0,INDIVIDUAL
The Engagement Agent,"Rachael Moore, Barbara Leatherwood-Gomez",https://anchor.fm/s/114244b58/podcast/rss,"Behind every major corporate pivot, market disruption, or successfully managed crisis is a communications and engagement strategist guiding the way.
The Engagement Agent is a podcast for leaders and decision-makers who want to leverage the power of strategic communications to drive transformation. In each episode, co-hosts Barbara Leatherwood-Gomez (Hummingbird Communications, LLC) and Rachael Moore (Liberty Plain Consulting) draw on decades of experience managing public affairs, global media relations, and stakeholder engagement to provide candid insights and clear-cut best practices.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46228902/46228902-1782243929887-f6fe7fb520f6.jpg,2026-06-26 16:01:51,7929733,confirmed,https://engagementagentpod.podbean.com/,1782489711,e86d33204a53ebd42d979e34e8dd2b7d,6783492412.0,2,0,INDIVIDUAL
The Sunday SHITSHOW,Geltchy & Kung Fu Stu,https://rss.buzzsprout.com/2369076.rss,"<p>Are you tired of the same old routine? <br>Looking for a fresh perspective on art, music, cars, surf, skateboarding, and lifestyle? Welcome to the Sunday SHITSHOW - your ultimate destination for all things alternative across the Sunny Coast and beyond!</p>",Buzzsprout,en-us,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/41951467/e8354ec36516613a.jpg,2026-06-26 16:01:01,7929732,confirmed,https://www.buzzsprout.com/2369076,1782489661,e31d49d99335d75ff212d89475edfd18,,4,0,CORPORATE
Earthly Inferno,M4RCIO BU4RQUE,https://anchor.fm/s/2902b330/podcast/rss,"Protocol Zero | The Digital Crusade proudly presents the Earthly Inferno series. This podcast performs a real-time autopsy of Western civilization’s terminal collapse. Powered by the Human-Machine Adversarial System (HMAS)—a fusion of human philosophical intuition and autonomous AI—we expose how technocratic ""Architects"" enforce total compliance through ""Programmable Sacraments"" . All episodes are based on essays available at Substack: https://mbuarquel.substack.com/t/4bidden-legacy",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/6780428/6780428-1781778637150-e21b611ada161.jpg,2026-06-26 15:59:06,7929730,confirmed,https://mbuarquel.substack.com,1782489546,ab3c763b61989c89e5940a149f2e5272,1896940200.0,2,0,INDIVIDUAL
Next Level Careers Podcast,Rania,https://rss.buzzsprout.com/2626468.rss,"<h1>Next Level Careers</h1><p><b>Next Level Careers</b> is a podcast about growth, purpose, and the courage to reinvent yourself.</p><p>Hosted by <b>Rania OUAGUADI</b>, each episode explores the realities of personal and professional development—from overcoming self-doubt and navigating career challenges to building resilience, developing a growth mindset, and becoming the person you're meant to be.</p><p>This isn't a podcast about quick success or perfect lives. It's about the conversations we often avoid: feeling lost, starting over, growing through uncertainty, and finding the strength to keep moving forward when no one sees the struggle.</p><p>Whether you're a student, a professional, an entrepreneur, or simply someone striving to become a better version of yourself, <b>Next Level Careers</b> offers thoughtful conversations, practical insights, and honest reflections to inspire your journey.</p><p>Because your career is more than a job—it's a reflection of who you're becoming.</p><p><b>Welcome to your next level.</b></p><p><br></p>",Buzzsprout,en-us,https://storage.buzzsprout.com/jh2zy0mep6jzqafmneb1y6dk3kju?.jpg,2026-06-26 15:57:26,7929729,confirmed,https://youtube.com/@nextlevelcareers1?si=HhdcHC4rN6mYq-K2,1782489446,2a9cc2d0924ccc8d9ab00e1effde86fb,,4,0,INDIVIDUAL
Smoothing Out the Crinkles,Smooth Crinkle,https://anchor.fm/s/11335ae30/podcast/rss,"A reaction podcast to Dear Crinkle, the # 1 comedy advice minisode. Join a therapist and a bureaucrat as they listen along to a popular podcast and offer their own take on listener problems. Yvonne is an LCSW in Portland, OR and Maureen is an anonymous high ranking government employee with a license to kill. Together they take on problems big and small with a unique perspective and killer chemistry.  (pun intended).   Who dies in the next episode?  Find out.  #comedyadvice #comedyminisode #smoothcrinkle #dearcrinkle#comedy podcast #murderpodcast #mentalhealth #comedymentalhealth",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46072524/46072524-1780246454565-f37bf5261fab5.jpg,2026-06-26 15:55:06,7929728,confirmed,https://podcasters.spotify.com/pod/show/natalie7621,1782489306,91eccaa7cdc2bd398b6bec5c21a0bcb4,1896893660.0,2,0,INDIVIDUAL
Bluebox Audios,Bluebox1,https://anchor.fm/s/11417cdb0/podcast/rss,"BlueBox1 explores the technology trends, challenges, and innovations shaping modern business. Join conversations covering cybersecurity, managed IT, cloud services, AI, digital transformation, and emerging technologies. Designed for business leaders and decision-makers, this is your source for practical perspectives, industry developments, and the topics driving technology forward.
Connect with us: 
Website link: https://bluebox1.com/
LinkedIn link: https://www.linkedin.com/
YouTube link: https://www.youtube.com/@BlueBox1_Technology",Anchor,en-us,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46220716/46220716-1782152876026-f8944c2995c0f.jpg,2026-06-26 15:36:01,7929719,confirmed,https://podcasters.spotify.com/pod/show/toolsjf600,1782488161,31e3c5d5c37f023dbb7fdb88c4d1b120,6783031517.0,2,0,INDIVIDUAL
Road Folk America,Mitch Aiken,https://anchor.fm/s/113516e7c/podcast/rss,"Road Folk America is a podcast for the growing community of people who live, travel, work, and dream on the road.
Whether you're a full-time van lifer, RVer, overlander, seasonal traveler, weekend adventurer, or simply exploring the possibility of a life with more freedom and fewer walls, you'll find a place here.
Each episode features conversations, stories, news, ideas, and practical insights from across the road-living community. We'll discuss everything from travel, camping, and life on wheels to money, purpose, creativity, aging, relationships, and what it means to build a life beyond t",Anchor,en-us,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46090711/46090711-1780500650876-bad06817c6ef9.jpg,2026-06-26 15:26:31,7929712,confirmed,https://podcasters.spotify.com/pod/show/aiken,1782487591,0da50b0e0aa2396336e3f53ad789e4c9,1896902181.0,2,0,CORPORATE
In Presence We Trust: The Facilitation Podcast,Rachel Rickards,https://feeds.captivate.fm/in-presence-we-trust/,"Welcome to ""In Presence We Trust"" a podcast about the art and heart of holding group transformational spaces.
Created by Rachel Rickards founder of The Field Facilitator Training
This podcast is here to empower facilitators, coaches, and space-holders to evolve their craft, deepen embodied leadership, and harness the transformative power of presence.
In each episode, we'll harvest insights from pioneering facilitators and get a glimpse into what it means to walk this path, how they got to where they are today, and what's required to stay present to what wants to come through the collective field.",Captivate,en,https://artwork.captivate.fm/75a6227e-2aae-4fa0-babc-920ae59111ae/ipwt-coverart-fullsize-square-resized.jpg,2026-06-26 15:25:51,7929711,confirmed,https://rachelrickards.com/,1782487551,3c836e5d8d2cf0eb01ced3031d0c1b04,,4,0,INDIVIDUAL
The Mixology – Spirit Vibes,Mario De Donatis,https://feeds.redcircle.com/9756492e-1608-449f-8fa2-1cd8448c09f7,"The Mixology – Spirit Vibes is more than a podcast—it’s an immersive exploration of the world’s most iconic spirits, told through history, culture, and craft. Hosted by Vince Brule, each episode uncovers the origins, evolution, and identity of a single distillate, revealing what truly defines its character.
From centuries-old traditions to modern production techniques, you’ll discover how ingredients, geography, and rituals shape what ends up in your glass. Along the way, the podcast connects flavors to stories, transforming every sip into a deeper experience.
Designed for curious minds, cocktail lovers, and industry professionals alike, The Mixology – Spirit Vibes invites you to go beyond drinking—and start understanding.",Spotify for Podcasters,en-US,https://media.redcircle.com/images/2026/6/26/15/bbe6fafb-caf4-41de-8919-a33226a22bcd_260412_010449_d2320794081f59113784acd38f03dc32.jpg,2026-06-26 15:23:23,7929710,confirmed,https://redcircle.com/shows/the-mixology-spirit-vibes,1782487403,835226b731cf47f861776a0b36c2395a,,4,0,INDIVIDUAL
