title,author,url,description,host_platform,language,image,dateAdded,id,status,link,timeAdded,contentHash,itunesId,source,dead,is_corporate
Lexcura Clinical Insights,michellec9547,https://feed.podbean.com/michellec9547/feed.xml,"<p class=""PDq2pG_selectionAnchorContainer""><strong>Lexcura Clinical Insights</strong> is a podcast for attorneys and legal professionals handling complex healthcare litigation.<span class=""PDq2pG_selectionAnchor""></span></p>
<p>Hosted by Michelle Carroll, Founder and Chief Clinical Strategist of Lexcura Summit, each episode examines how clinical records, regulatory standards, timelines, care plans, staffing data, assessment tools, and causation evidence can be used to identify negligence, strengthen liability theories, evaluate damages, and improve case strategy.</p>
<p>The podcast explores litigation involving hospitals, nursing homes, long-term care facilities, and home health agencies. Topics include failure to rescue, sepsis, medication errors, falls, pressure injuries, hospital-acquired infections, scope-of-practice violations, missed visits, staffing failures, regulatory breaches, diagnostic delay, readmissions, and other preventable adverse outcomes.</p>
<p>Episodes also address the practical business of healthcare litigation, including case screening, intake strategy, chronology development, expert preparation, portfolio management, pre-discovery investigation, mediation leverage, case valuation, and building authority in specialized areas of medical negligence.</p>
<p><strong>Lexcura Clinical Insights</strong> helps attorneys move beyond simply reading medical records to understanding what the records reveal, what may be missing, how the evidence connects, and how clinical intelligence can support stronger and better-informed litigation decisions.</p>",Podbean,en,https://pbcdn1.podbean.com/imglogo/image-logo/22494769/Lexcura_Clinical_Insights_Channel_Cover.png,2026-09-09 12:18:32,8027510,confirmed,https://michellec9547.podbean.com,1788956312,cb27fc9227fe3ef922ae6b56bff56ab7,6804452880.0,2,0,INDIVIDUAL
בסלון של שרון,sharongaloffice,https://feed.podbean.com/sharongaloffice/feed.xml,<p>הפודקאסט של שרון גל</p>,Podbean,en,https://pbcdn1.podbean.com/imglogo/image-logo/22480260/Untitled-2.jpg,2026-09-09 12:18:18,8027509,confirmed,https://sharongal.podbean.com,1788956298,ff9f01eb0532bccebc520016ab1f2b47,6808264608.0,2,0,INDIVIDUAL
The Continuing Steadfastly Podcast,CSPodcast,https://anchor.fm/s/116e77234/podcast/rss,"Thanks for stopping by! Tune in with us weekly as we talk through our week, share advice, and learn more about walking with God :)
If you’d like to connect with us, whether it be a question or prayer request, please click the link in our bio to access the Google form!
Connect with us!: 
https://docs.google.com/forms/d/e/1FAIpQLSe85cx8lPjvnKy4RuBocO47-RaZMkUMC6PZMwd24dC4uupd3w/viewform?usp=publish-editor 
Main Webpage: 
https://creators.spotify.com/pod/profile/cspodcast-0",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46692341/46692341-1788823151105-31cbd3eeb9b59.jpg,2026-09-09 12:15:01,8027504,confirmed,https://podcasters.spotify.com/pod/show/cspodcast-0,1788956101,0d7c49099764d538953ad72bdd863515,6809077348.0,2,0,INDIVIDUAL
The Mad Talk,Madie Poullet,https://feeds.acast.com/public/shows/6a995ec1d54ec94380bf8920,"<p>Things I’ve been thinking about way too much, now with a microphone. Some episodes are in English, some in French always personal, unfiltered and probably a little too relatable. </p><br><p>Hosted by <strong>Madie Poullet</strong>. </p><p>So… can we talk?</p><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>",Acast,en,https://assets.pippa.io/shows/cover/1788435968326-ca80f52e-5b26-4bab-b349-814711fceba3.jpeg,2026-09-09 12:13:53,8027502,confirmed,https://shows.acast.com/themadtalk,1788956033,f0e51b5d5f7653723aa872a0d4c2df15,6808215389.0,2,0,INDIVIDUAL
The Signal,Prolific,https://anchor.fm/s/116f9600c/podcast/rss,"The Signal is Prolific's podcast on research evidence - not tools, not trends, but findings from the field about how data collection actually works, and what that means for anyone whose decisions depend on it. Hosted by Prolific's Research Sciences team alongside academic and industry guests, each episode is a peer-level conversation on data quality, panel methodology, reproducibility, and the questions researchers actually debate about, grounded in specific findings.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46704091/46704091-1788789841079-8c6762c7cbdfd.jpg,2026-09-09 12:09:03,8027497,confirmed,https://www.prolific.com/,1788955743,bbec953637803b8b989a007e39ab6e0f,6809800531.0,2,0,INDIVIDUAL
Primed for AI,YS,https://anchor.fm/s/116e415a8/podcast/rss,"Primed for AI breaks down academic and industry research on artificial intelligence into short, conversational episodes. Each episode is built from a research paper as its source and narrated using AI-generated voices (via Gemini Notebook), so you can absorb the key ideas in an engaging manner and aid your retention of reading materials. This show uses AI-synthesized hosts to generate its audio ; while the content is based on real published research, the discussion itself is AI-generated commentary, not a reading of the source text.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46690138/46690138-1788597938115-a9b3498abee3a.jpg,2026-09-09 12:07:41,8027496,confirmed,https://podcasters.spotify.com/pod/show/primed-for-ai3,1788955661,6d48b36f7f1806ce588a9bcac5154590,6808929277.0,2,0,INDIVIDUAL
"The Political Campaign Podcast: Running for Office, Campaign Strategy, Candidates, Campaign Managers, Fundraising, GOTV, Messaging, Field Operations, Debates and Winning Elections",Podily,https://feeds.megaphone.fm/the-political-campaign-podcast,"<p>The Political Campaign Podcast explores the strategy, organization, messaging, fundraising, and field operations behind running for office and winning elections. Designed for candidates, campaign managers, political consultants, staffers, volunteers, activists, and anyone interested in how modern campaigns actually work, the show examines the decisions that shape campaigns from the first exploratory conversations through Election Day. Episodes cover campaign planning, candidate positioning, voter targeting, opposition research, endorsements, media strategy, debate preparation, polling, fundraising, budgeting, staffing, compliance, digital advertising, and the day-to-day realities of building a competitive political operation.</p>
<p>The podcast also dives deep into voter contact and turnout strategy, including GOTV, canvassing, phone banking, texting, direct mail, volunteer recruitment, field offices, voter registration, data analytics, persuasion, coalition building, grassroots organizing, earned media, social media, campaign events, rapid response, crisis communications, and election-night operations. Episodes examine how campaigns use voter files, polling, demographics, fundraising data, geographic targeting, message testing, and political technology to identify supporters, persuade undecided voters, allocate resources, and maximize turnout. The show also looks at the roles played by campaign managers, communications directors, finance teams, field organizers, consultants, pollsters, media buyers, political parties, PACs, donors, volunteers, and outside organizations.</p>
<p>From city council and school board races to mayoral, legislative, congressional, gubernatorial, and presidential campaigns, The Political Campaign Podcast examines what candidates and campaign teams need to understand before asking voters for their support. Topics include deciding whether to run, building a campaign team, developing a winning message, raising money, managing a candidate’s schedule, navigating political attacks, preparing for debates, communicating with the press, organizing supporters, complying with election rules, surviving the final weeks of a race, and learning from both successful and unsuccessful campaigns. Whether you are considering running for office, working on a campaign, studying political strategy, or simply fascinated by elections, the podcast provides an in-depth look at the people, systems, tactics, and decisions behind modern political campaigns.</p>",Megaphone,en,"https://megaphone.imgix.net/podcasts/ce4ed48e-ab9a-11f1-a3eb-1f8e9db82bd8/image/c054617b8cef93ff0f475df2056284d0.png?ixlib=rails-4.3.1&max-w=3000&max-h=3000&fit=crop&auto=format,compress",2026-09-09 12:06:27,8027495,confirmed,https://www.podily.com,1788955587,abdc36187873ebba950057bdda48e0a8,,0,0,INDIVIDUAL
Business Uncovered: How Business Really Works,Marcus Bennett,https://feed.podbean.com/rasedmirzafi/feed.xml,"<p><span style=""font-weight:400;"">Business Uncovered: How Business Really Works</span></p>
<p><span style=""font-weight:400;"">What really happens behind the businesses, systems, strategies, and decisions that shape the world around us?</span></p>
<p><span style=""font-weight:400;"">Welcome to Business Uncovered, a documentary-style business podcast that explores how businesses actually work beneath the surface.</span></p>
<p><span style=""font-weight:400;"">Every episode takes a closer look at the hidden mechanics of modern business from supply chains and distribution networks to franchising, manufacturing, subscriptions, logistics, retail, technology, pricing structures, marketplaces, customer journeys, business operations, and the systems that allow companies to serve millions of people.</span></p>
<p><span style=""font-weight:400;"">Instead of simply telling the story of a successful company, Business Uncovered asks a different question: What is happening underneath the business?</span></p>
<p><span style=""font-weight:400;"">How does a supermarket make money from thousands of products? Why do airlines operate with such complicated pricing? How can a free product become a billion-dollar business? Why do some companies rely on franchises while others own every location? What makes a business model difficult to copy? And how can a seemingly simple operation become a powerful business system?</span></p>
<p><span style=""font-weight:400;"">Each episode breaks down one fascinating business mechanism, industry practice, or commercial system and explains it through clear storytelling, real-world examples, research, and practical analysis.</span></p>
<p><span style=""font-weight:400;"">You don't need an MBA to understand business.</span></p>
<p><span style=""font-weight:400;"">Business Uncovered turns complicated business concepts into engaging stories that reveal the systems most people never notice.</span></p>
<p><span style=""font-weight:400;"">Whether you're an entrepreneur, business owner, executive, marketer, student, creator, or simply curious about how the commercial world works, this podcast will help you see everyday businesses from a completely different perspective.</span></p>
<p><span style=""font-weight:400;"">No boring lectures. No business jargon for the sake of jargon.</span></p>
<p><span style=""font-weight:400;"">Just fascinating business questions, surprising explanations, and clear insights into the systems behind modern commerce.</span></p>
<p><span style=""font-weight:400;"">Because once you understand how the system works, you start seeing business differently.</span></p>
<p><span style=""font-weight:400;"">Business Uncovered.</span></p>
<p><span style=""font-weight:400;"">How Business Really Works.</span></p>",Podbean,en,https://pbcdn1.podbean.com/imglogo/image-logo/22616421/Business_Uncovered_How_Business_Really_Works6qt37.jpg,2026-09-09 12:01:49,8027491,confirmed,https://rasedmirzafi.podbean.com,1788955309,91ce5552d7cbda3f9b6ac6f3f38dc475,6809601369.0,2,0,INDIVIDUAL
Washington Appellate Review,Washington Appellate Review,https://anchor.fm/s/113301240/podcast/rss,"Washington Appellate Review examines significant decisions from the Washington Supreme Court and Washington Court of Appeals. Each episode uses the IRAC method—Issue, Rule, Analysis, and Conclusion—to break down recent appellate opinions, explain the court's reasoning, and discuss the practical impact on Washington law. Companion episodes feature full readings of published opinions, allowing listeners to hear the court's words directly. Designed for attorneys, judges, law students, journalists, public officials, and anyone interested in Washington law. This podcast is for educational and infor",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46068848/46068848-1780178927287-54535423f1ade.jpg,2026-09-09 11:59:51,8027490,confirmed,https://podcasters.spotify.com/pod/show/kenblanford2,1788955191,37ac7fe73578cec7751fcc12e88a7e0d,1896890835.0,2,0,INDIVIDUAL
Don’t Be Stoopid Podcast,WalkerOneThaDon,https://feed.podbean.com/dontbestoopid/feed.xml,"<p>Unfiltered, unapologetic comedy and satire diving into everything from politics to pop culture. Nothing is off-limits and no one is safe—listen at your own risk.</p>",Podbean,en,https://pbcdn1.podbean.com/imglogo/image-logo/2342943/logo3.png,2026-09-09 11:58:44,8027489,confirmed,https://dontbestoopid.podbean.com,1788955124,48ba2a6cbf37778f36a13beb1033719c,6809600864.0,2,0,INDIVIDUAL
