title,author,url,description,host_platform,language,image,dateAdded,id,status,link,timeAdded,contentHash,itunesId,source,dead,is_corporate
Catholic All Year with Kendra Tierney Norton,Kendra Tierney Norton,https://anchor.fm/s/116c30c3c/podcast/rss,"Curious about liturgical living or big Catholic family life? You're in the right place.
Kendra Tierney is a wife and mother of ten, from toddler to teenager, and an enthusiastic amateur in the domestic arts (homeschool and regular school both included). She writes the award-winning blog Catholic All Year, contributes to Blessed Is She Ministries, and is the voice of liturgical living at Endow Ministries. She's the author of A Little Book about Confession for Children, the Awesome Catholic Kids prayer book series, and the Catholic All Year Compendium: Liturgical Living for Real Life.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46668487/46668487-1788358250991-474a3b877af01.jpg,2026-09-04 12:11:49,8020259,confirmed,https://podcasters.spotify.com/pod/show/kendra-tierney-norton,1788523909,d483b0698731a58443ea07cc5ba626e5,6807873036.0,2,0,INDIVIDUAL
404: Women Not Found - The Podcast for Women in Tech,Catch Ups Productions,https://feeds.acast.com/public/shows/6a8c2007adc772a05e456557,"<p>Honest conversations about women, careers and technology.</p><br><p>I'm Dr Vanessa Vallely OBE, author of <em>404: Women Not Found</em>, and in this first series I'll be joined by many of the incredible women who contributed to my book.</p><p>Together, we'll go beyond the pages to explore the topics that matter most to women building careers in technology, from confidence, visibility and leadership to sponsorship, AI, career progression and workplace culture. These are honest conversations, filled with practical advice, personal experiences and lessons learned along the way.</p><p>Whether you've read the book or are discovering these conversations for the first time, I hope each episode leaves you feeling inspired, better equipped and more confident to build a successful and fulfilling career in technology.</p><p>So, if you're looking to learn from remarkable women, hear honest career conversations and pick up practical advice you can put into action, you've come to the right place.</p><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>",Acast,en,https://assets.pippa.io/shows/cover/1787567980275-a4ca7b0a-abfd-4a0f-93e3-c8f04d0112d6.jpeg,2026-09-04 12:11:17,8020258,confirmed,https://feeds.acast.com/public/shows/404-women-not-found-the-podcast-for-women-in-tech,1788523877,351b0c53c877adf141ca2e74300bd5fd,6807881410.0,2,0,CORPORATE
touching grass with cierra ortega,cierra ortega,https://anchor.fm/s/116ac0de8/podcast/rss,"touching grass is where we take ourselves (and our thoughts) outside for some fresh air and fresh perspectives.
hosted by cierra, this is a space for raw conversations, honest reflections, and figuring things out in real time. sometimes i’ll be alone, sometimes i’ll bring someone along, but wherever we are, the goal is the same: to get outside of our heads, look at things differently, and talk about the things we’re all thinking but don’t always say out loud.
so take a breath, come outside, and get comfortable.
take my hand, let’s talk 🌱",Anchor,en-us,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46653418/46653418-1788157820768-8d7971c092c91.jpg,2026-09-04 12:10:09,8020257,confirmed,https://podcasters.spotify.com/pod/show/c-money6,1788523809,5540c5d0ec24951638198c11791cbd74,6806935751.0,2,0,INDIVIDUAL
For the Beauties Podcast with Alegra Chetti,Alegra Chetti,https://anchor.fm/s/11666eefc/podcast/rss,"Welcome to your weekly beauty group chat, girlies. 💄✨ Join Harvard-certified skincare expert and beauty content creator Alegra Chetti as she breaks down the hottest makeup reviews, unfiltered beauty drama, and skincare truths you actually need to know. No gatekeeping allowed.Grab your makeup brushes and pull up a chair to For the Beauties, the podcast where we spill the tea on everything happening in the beauty world. This show serves up raw, unfiltered makeup reviews, deep-dives into the latest beauty drama, and the truth behind viral trends. New episodes every Sunday!",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46608119/46608119-1787534383732-22c26e095ba72.jpg,2026-09-04 12:06:23,8020252,confirmed,https://www.youtube.com/channel/UCEeloiUWDB-5zMRqFcESf6Q,1788523583,aff960ab86c0385a8171ecd583daf700,6807967141.0,2,0,INDIVIDUAL
Making it Through Podcast,Raymond Phillips,https://feeds.captivate.fm/making-it-through/,"Making It Through is a real, raw, and authentic podcast about navigating life’s challenges and finding the strength to make it to the other side. Ray and Uncle P share honest conversations, personal experiences, and practical wisdom about faith, family, relationships, manhood, purpose, and the lessons we learn while simply making it through.",Captivate,en,https://artwork.captivate.fm/09e7d9b3-dd52-441b-a787-41640e0a55e0/IMG-5847.jpeg,2026-09-04 12:06:18,8020251,confirmed,https://making-it-through.captivate.fm,1788523578,04c16c1df17f4be940d1ca44788b83f8,,4,0,INDIVIDUAL
pebble Play,Johannes D. Karl,https://feeds.transistor.fm/pebble-play,"I play, summarize, and tell you the key ideas, twists, and characters so you know if the video game is worth it for you.",Transistor,en,https://img.transistorcdn.com/aIcIGhuYoxtS_Dvd8B3kx2IgYQsmHnDYb6Byi0Ro9ok/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9lOGM2/MGYyOTQ1ZjQ0NGYw/ODlhY2VlZDdiNGZm/YTczZS5wbmc.jpg,2026-09-04 12:04:44,8020248,confirmed,,1788523484,b8aa22b1320149823efe8ba358c8f002,,4,0,INDIVIDUAL
Schwartz Reliance Insurance Coaldale Helps Drivers Choose Vehicle Coverage,Schwartz Reliance,https://www.spreaker.com/show/7316808/episodes/feed,"Schwartz Reliance Insurance Coaldale works with drivers who want to understand their vehicle insurance options and find coverage that fits their situation. Whether someone is buying a vehicle, renewing an existing policy, or simply comparing options, having a conversation with an insurance provider can help them understand what each policy offers. Drivers who want to get car coverage quote can share their requirements and explore suitable options without feeling pressured to make a quick decision.<br /><br />To learn more, visit: <a href=""https://schwartzcoaldale.com/auto-insurance/"" target=""_blank"" rel=""noreferrer noopener"">https://schwartzcoaldale.com/auto-insurance/</a>",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/9352657739f453e186c7f524ad8e550e.jpg,2026-09-04 12:04:20,8020247,confirmed,https://www.spreaker.com/podcast/schwartz-reliance-insurance-coaldale-helps-drivers-choose-vehicle-coverage--7316808,1788523460,f2e55fc37a82af8460bb725b294d46a8,,4,0,INDIVIDUAL
The Weston Way,The City of Weston,https://feed.podbean.com/TheWestonWay/feed.xml,"The Weston Way, is the City of Weston’s official podcast. In each episode, we will take you behind the scenes of Weston’s municipal operations and explore our core principles – value, success, and integrity – and learn how they shape City services and events to create a premier place to live, work and play.",Podbean,en,https://pbcdn1.podbean.com/imglogo/image-logo/20557859/The_Weston_Way_Podcastaujmk.png,2026-09-04 12:03:09,8020245,confirmed,https://TheWestonWay.podbean.com,1788523389,1ed78b65567c3200a7f7502c101c9607,6808237260.0,2,0,CORPORATE
How to Wake Up Your Business,Wake Forest University Center for Private Business,https://feeds.transistor.fm/how-to-wake-up-your-business,"Every great company has a story. In this series, Dana Alligood, executive director of the Wake Forest Center for Private Business, invites listeners to learn from leaders of six of North Carolina's most respected private businesses.
Each episode takes up a challenge that every privately held business eventually faces: succession planning, governance, culture, strategy, family harmony, and leadership development. The Center for Private Business exists to be a catalyst for economic growth and social prosperity across our region and beyond, and this series shares that work in the words of the owners and operators living it. Subscribe wherever you get your podcasts.",Transistor,en,https://img.transistorcdn.com/xidyFSSfwNUePt_qS8zFNSXfWZHWJrwySz_MEoUtR9w/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9lN2Nm/YjkyMTA0YTFlMjc2/NjAzNjk3ZGJkMmM2/NTRlYy5wbmc.jpg,2026-09-04 12:02:22,8020243,confirmed,https://cpb.wfu.edu,1788523342,4c0ab91b8bd4b1eba9c890d536fdb22b,,4,0,CORPORATE
The Engineering Executive,Yash and Aswini,https://anchor.fm/s/116caa4c4/podcast/rss,"The Engineering Executive is for VPs, CTOs, and tech leaders who need to separate vendor hype from production reality. Hosted by engineering leaders Yash and Aswini, we discuss AI infrastructure, architecture, and governance the way engineers talk after the sales team leaves the room. From generative AI pitfalls and autonomous coding agents to emerging standards like MCP, we break down what breaks at scale, the true TCO, and how to operate safely. New episodes bi-weekly.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46673465/46673465-1788380700848-29e373bdbff36.jpg,2026-09-04 12:02:16,8020242,confirmed,https://podcasters.spotify.com/pod/show/yashvant-mhetre7,1788523336,80f2f134d84bbca6b8c99ef2aa282df5,6807987610.0,2,0,CORPORATE
