title,author,url,description,host_platform,language,image,dateAdded,id,status,link,timeAdded,contentHash,itunesId,source,dead,is_corporate
The Soul Field,Megan and Chiyona,https://anchor.fm/s/101933af8/podcast/rss,"The Soul Field Podcast is a transformative series of conversations with two Mystery School initiates. Join Megan and Chiyona as they reveal and explore the power of spiritual growth through authentic conversations, soulful storytelling, and laughter. Be inspired, challenged, and empowered to take your life to the next level.",Anchor,en-us,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/43113934/43113934-1740287887941-09b13a4036072.jpg,2026-07-25 09:05:00,7969348,confirmed,https://podcasters.spotify.com/pod/show/the-soul-field,1784970300,a1ce30ee1b331054db71f88f41c72156,1798029708.0,2,0,CORPORATE
Best Budget Gaming PC Build in 2026: A G,John Smith,https://www.spreaker.com/show/7208417/episodes/feed,"<b>Building a gaming PC doesn't have to cost a fortune. Thanks to today's competitive hardware market, it's possible to assemble a system that delivers excellent gaming performance without exceeding your budget. At <a href=""https://gamerdent.com/"" target=""_blank"" rel=""noreferrer noopener"">gamer dent</a>, we believe every gamer deserves a smooth and enjoyable experience, whether they're playing esports titles, open-world adventures, or the latest AAA releases.</b>",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/images.spreaker.com/nuvolari-assets/yellow_square_mic.jpg,2026-07-25 08:44:43,7969334,confirmed,https://www.spreaker.com/podcast/best-budget-gaming-pc-build-in-2026-a-g--7208417,1784969083,6f7f04dad816c997447b935fe5ef527c,,4,0,CORPORATE
Big Little Things by BlueBegum,Bluebegum,https://rss.buzzsprout.com/2632559.rss,"Have you experienced something during your day, or even night, that made you think a little before it was swallowed by banal routine? BlueBegum tries to stop and spend a bit more time with these experiences and shares her thoughts on them. Maybe they could resonate with you or provide a counterpoint to your thoughts. If you think this is something you'll enjoy, go ahead and have a listen.",Buzzsprout,en,https://storage.buzzsprout.com/jr8o1ydt854jhdikxvwputtk9pec?.jpg,2026-07-25 08:35:25,7969325,confirmed,https://podcasters.spotify.com/pod/show/bluebegum,1784968525,87804dacb21fe01bfcf4273204c89856,,4,0,INDIVIDUAL
The Kami Verse,Kami,https://anchor.fm/s/114e91bb8/podcast/rss,"Welcome to the Kami Verse—your ultimate audio sanctuary for growth, alignment, and stepping into your highest self.
Hosted by Kami Parafino, this podcast is a raw, behind-the-scenes look at the beautiful, wild journey of human evolution. Whether we're diving into cosmic downloads, shifting energy frequencies, or navigating the real-life ups and downs of personal growth, Kami shares the exact practices and breakthroughs she uses to stay aligned.
Hit subscribe and let's elevate together! ✨🎙️",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46357886/46357886-1784814758553-3961ee27f582a.jpg,2026-07-25 08:29:43,7969317,confirmed,https://podcasters.spotify.com/pod/show/kami424,1784968183,330d151db18bff26e0c719570595ad8c,6790823759.0,2,0,INDIVIDUAL
CX Leaders,Mark Hillary,https://feeds.libsyn.com/619310/rss,"CX Leaders  is a podcast from the Customer Xperience Alliance. It is hosted by technology and CX writer, Mark Hillary who is also well known to the CX community for his CX Files podcast.
The Customer Xperience Alliance is based in the UK. We're a vibrant community of voices shaping the future of customer experience. Our goal is to connect a dynamic network of CX professionals across various industries, including our BPO and Technology Partners. With a free membership for brands, we offer the perfect space to share ideas, innovate, and advance the world of CX together with our partners. 
Our mission is to elevate CX by building a stronger community and empowering brands. We do this by connecting CX communities, fostering collaboration, and encouraging knowledge sharing—all to support growth and success across the industry. 
https://thecxalliance.org/",Libsyn,en-gb,https://static.libsyn.com/p/assets/e/e/1/5/ee15b3edd3359a28d959afa2a1bf1c87/CXA_Logo_3000x3000.jpg,2026-07-25 08:06:05,7969305,confirmed,https://sites.libsyn.com/619310,1784966765,325a38f5c7e71c2a1578f2251764edb5,6794348091.0,2,0,INDIVIDUAL
AUDIO INGLES,Daniela Acosta,https://www.spreaker.com/show/7208254/episodes/feed,TAREA INGLES SENA,Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/images.spreaker.com/nuvolari-assets/orange_square_mic.jpg,2026-07-25 07:58:05,7969300,confirmed,https://www.spreaker.com/podcast/audio-ingles--7208254,1784966285,790caf1ce44da4c5652eff843dd0ec1d,,4,0,INDIVIDUAL
Retirement: Redefined,Brad Gotto & Carly Carlson,https://rss.libsyn.com/shows/400619/destinations/3305840.xml,"Welcome to Retirement Redefined—a fresh take on life after work, brought to you by Brad Gotto and Carly Carlson. In this bi-weekly podcast, Brad, Founder of Fiat Wealth Management, and Carly, CEO of Fiat Tax, explore what it really means to retire with purpose, clarity, and confidence.
From financial strategies to real-life stories and current events, they tackle the questions that matter most as you plan for your next chapter. Tune in on all major podcast platforms and start rethinking retirement—your way.
Fiat Wealth Management helps individuals and families navigate retirement planning, investment strategy, and tax-efficient decision-making with clarity and confidence.
To connect with our team, email hello@fiatwm.com or visit www.fiatwm.com to learn more!",Libsyn,en-US,https://static.libsyn.com/p/assets/1/8/0/4/18043435bbb0400516c3140a3186d450/Logo_for_Podcast_for_Libsyb.png,2026-07-25 07:45:19,7969289,confirmed,https://everydayissaturday.blubrry.net,1784965519,fbbe973c1695ee5113a39f00f70ee81b,1811875944.0,2,0,CORPORATE
The Romantic Technologist,Annie Mathew,https://anchor.fm/s/11194c868/podcast/rss,"Hardcore Technologist by trade. Romantic by heart. Architect of 'Code Without Barriers' and Founder of 'Pivot Project,' exploring the soul of the machine across two technological revolutions.
We live in a world of rapid upheaval. From the mobile revolution at BlackBerry to the AI revolution at Microsoft, the data says the world is changing- but the heart says there is a brighter future waiting for us.
I am Annie Mathew, and I’ve spent 30 years at the intersection of high-stakes technology and human movements. I believe that even when the ""Yesterday Page"" is burning behind us, we can find the courage to reposition and soar.
We’ll explore the movements and the mindset behind it. Each 5-10 minute episode is a ""nugget"" of lived experience designed for the quietly ambitious professional. We dive into:
• The Revolutions: Lessons from the front lines of Mobile and AI.
• The Identity: Navigating the corporate world as a mother, a leader, and a pioneer.
• The Frameworks: Practical tools for peace, from Game Theory to The Confidence Ledger.
• The Soul: Why the most important work you do isn't always in your job description—it’s on the side of your desk.
The gap is not an interruption to your story; it is the chapter where you uncover your tomorrow.
New episodes every week or two. Join the movement and unwrap the gift.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/45799306/45799306-1777691000048-3b0a3b866fbb8.jpg,2026-07-25 07:35:39,7969281,confirmed,https://podcasters.spotify.com/pod/show/annie-mathew3,1784964939,8585b4613244b313a232421c923c15c2,1894597086.0,2,0,INDIVIDUAL
SOC Minute Weekly,SOC Minute,https://anchor.fm/s/115249ee0/podcast/rss,"SOC Minute Weekly is a concise cybersecurity podcast covering the week’s most important threats, vulnerabilities, campaigns, and defensive lessons. Join Alex and Jordan for an AI-assisted conversation that turns complex security news into practical context for SOC analysts, defenders, and technology professionals. New episodes every week, with clear analysis, responsible reporting, and actionable takeaways. Learn more at socminute.com.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46396888/46396888-1784597497100-265e11429cfd1.jpg,2026-07-25 07:30:35,7969278,confirmed,https://www.socminute.com/,1784964635,1cea672675b63018ef5170e7a7eb6612,6794099906.0,2,0,INDIVIDUAL
No Guts All Glory: Stories of Strength,No Guts All Glory,https://anchor.fm/s/1153f1c84/podcast/rss,"No Guts All Glory is a podcast about finding hope, strength, and purpose in the middle of life's toughest diagnoses.
Hosted by Andrea and Dusty Sibley, founders of the No Guts All Glory, each episode features honest conversations with patients, caregivers, and survivors whose lives have been impacted by Crohn's, Ulcerative Colitis, and colon cancer.
Whether you're navigating your own journey, supporting someone you love, or simply looking for stories of resilience, you'll find encouragement, practical insights, and a reminder that you are not alone.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46414249/46414249-1784829508072-779933c627068.jpg,2026-07-25 07:27:25,7969271,confirmed,https://podcasters.spotify.com/pod/show/no-guts-all-glory8,1784964445,ab5e9e2974a51254c274133e852e1c5f,6794050030.0,2,0,INDIVIDUAL
Kteatime,Katie Gullé,https://anchor.fm/s/1151c77c4/podcast/rss,"Welcome to KteaTime.
Think of this as the group chat you actually want to be in.
Every week, Katie sits down to spill the tea on everything from navigating your twenties, relationships, career, social media, and the behind-the-scenes of life as a content creator. Expect honest conversations, unfiltered opinions, plenty of laughs, and the occasional life lesson.
Whether you’re getting ready for the day, driving to work, or winding down with a cup of tea, Ktea Time is your weekly catch-up with a friend who keeps it real.
Grab a drink, get comfortable, and let’s get into it.",Anchor,en-au,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46391545/46391545-1784527388806-01c84312bff82.jpg,2026-07-25 07:25:21,7969270,confirmed,https://podcasters.spotify.com/pod/show/katie-gull,1784964321,f9026228106c09f1c4034ecc089e19b1,6793675884.0,2,0,INDIVIDUAL
The 242 Podcast,Ash and Marlene Smith,https://anchor.fm/s/10ef0faf0/podcast/rss,"This is a podcast for Christians who have had an Acts 2 encounter with the Holy Spirit and want to live an Acts 2:42 life in response. The early believers devoted themselves to fellowship, the Apostles teaching, breaking of bread and prayer, each episode will be anchored on one of these 4 pillars.",Anchor,en-au,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/45356412/45356412-1770775655087-51724d274454.jpg,2026-07-25 07:22:14,7969267,confirmed,https://podcasters.spotify.com/pod/show/ash-smith70,1784964134,66e12c585e78c6c37e950bc77688390f,6786044441.0,2,0,CORPORATE
AFJRealTalk,AFJ Stories,https://anchor.fm/s/1153da584/podcast/rss,"AFJRealTalk is a space for honest conversations about love, modern dating, heartbreak, friendship, healing, and purpose.
Hosted by AFJ Stories, each chapter blends lived experience, empathy, faith, and straightforward reflection to explore the questions people often carry in silence, without games, judgement or pretending.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46413289/46413289-1784819604373-6426c36c87b1a.jpg,2026-07-25 07:17:32,7969263,confirmed,https://afjmusic.com,1784963852,f32cfb90a57e26e593713d935533652e,6794022839.0,2,0,INDIVIDUAL
Marketers & Money,Paul McIntyre,https://anchor.fm/s/11527f784/podcast/rss,"Marketers & Money joins the dots between marketing investment, commercial impact, and P&L outcomes.
We cover global leaders and their frontier thinking and strategies across marketing, customer, finance, and growth – and surface the detail behind the claims.
We're backed by econometrics and MMM platform Mutinex but operate independently, and aim to prove it through our podcasts, features, and analysis.
Follow if you're invested in the overlap between marketing and finance functions, how international leaders bridge the gap, and where marketing effectiveness heads next.",Anchor,en-us,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46399081/46399081-1784632806683-a36fb59097eb2.jpg,2026-07-25 07:14:20,7969262,confirmed,https://podcasters.spotify.com/pod/show/mike-joseph7,1784963660,0169be9e7c78e7a8c5f27e5471c5d3b5,6793800912.0,2,0,INDIVIDUAL
The PM Pour,Kylie Lange,https://anchor.fm/s/1152f8968/podcast/rss,"From navigating difficult situations and managing growth to embracing new technology and building stronger teams, we explore the topics that matter most to today's property professionals.
Whether you're looking for practical advice, fresh perspectives or simply reassurance that others face the same challenges you do, you'll find it here.",Anchor,en-gb,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46404042/46404042-1784692261715-f13438cfca71d.jpg,2026-07-25 07:14:12,7969261,confirmed,https://podcasters.spotify.com/pod/show/the-pm-pour0,1784963652,e85193ea4ccaeb81dd05c3a10c4d66c5,6793395355.0,2,0,INDIVIDUAL
The Last Signal,Podcaster,https://feeds.simplecast.com/aNYcEspY,"In a world where communication has mysteriously failed, fragments of the final transmissions tell haunting stories of humanity's last moments. Each episode unveils a different voice from the silence—love letters never sent, confessions never heard, and secrets buried in static.",Simplecast,en,https://image.simplecastcdn.com/images/96a10b54-3566-4ae1-87fd-fd8bff7bd182/c202be26-950c-42b0-94b2-c972bab7e33c/3000x3000/the-20last-20signal.jpg?aid=rss_feed,2026-07-25 07:13:41,7969259,confirmed,https://the-last-signal.simplecast.com,1784963621,d82749bb9f7d70102e05e8690f50a8bf,1896287637.0,2,0,INDIVIDUAL
The Leadership Collective,Andrew Dutton,https://anchor.fm/s/115365608/podcast/rss,"Leadership isn't about titles or quick fixes—it's about character, connection, and stewardship. 
Hosted by Andrew Dutton, founder of The Leadership Collective, this podcast takes you along on his weekly walks to unpack timeless truths and principles of leadership. Designed specifically for emerging leaders, young managers, and values-based changemakers, each episode delivers grounded wisdom, honest reflections, and actionable tools to help you master the chaos and lead with confidence. Step out of isolation and into purpose-driven leadership.",Anchor,en-au,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46408498/46408498-1784750787751-9d62077597339.jpg,2026-07-25 07:13:39,7969258,confirmed,https://stan.store/AndrewDutton,1784963619,495e18d69a6a786b750618f1fcfd39a5,6793704209.0,2,0,CORPORATE
Ready To Wear by SZN Of Style,SZN Of Style,https://anchor.fm/s/1048c797c/podcast/rss,"The everyday fashion podcast for Australian girls presented by SZN Of Style. Covering the latest trends, new collections reviews, our current obsessions and reccs and industry news.",Anchor,en-au,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/43612823/43612823-1754533716409-5463d0e448723.jpg,2026-07-25 07:12:53,7969257,confirmed,https://podcasters.spotify.com/pod/show/trend-szn,1784963573,c87d88a7961b046ca4127e523d2868b7,1813113006.0,2,0,INDIVIDUAL
Trash Daddy Dumpsters: Dumpster Rental Made Easy,Adam,https://anchor.fm/s/1154bbe1c/podcast/rss,"Need a simpler way to rent a dumpster? Trash Daddy Dumpsters: Dumpster Rental Made Easy explores the people, experience, and service behind one of the industry's customer-focused dumpster rental companies. Learn about residential cleanouts, construction projects, roll-off dumpster options, transparent pricing, and the company's commitment to making dumpster rental easy through experienced support, honest service, and reliable delivery across multiple service areas.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46422527/46422527-1784943609198-18d99a22435fa.jpg,2026-07-25 06:58:26,7969243,confirmed,https://trashdaddydumpsters.com/,1784962706,2ecbfdd1d54e92d189760f2452281e1f,,0,0,INDIVIDUAL
Everday Disciple,With Creator Nick Sash and Host Seth Burris,https://anchor.fm/s/10981158c/podcast/rss,"This series dives into the mission and vision behind what it means to be an everyday disciple—not just on Sundays, but in the ordinary rhythms of life. Together, we’ll explore how discipleship is a daily journey of discovering your God-given purpose, living with Christ at the center, and embracing the call to grow beyond comfort zones. Hosted by Seth Burris, a passionate disciple-maker and communicator who helps believers live out their faith in the everyday moments of life.",Anchor,en-us,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/44444219/44444219-1758218926294-952861d8c7b6d.jpg,2026-07-25 06:32:11,7969224,confirmed,https://intentionallyuncommoninitiative.com/,1784961131,92c5cf9406263fe2428b1bb3627688b1,6793385168.0,2,0,CORPORATE
Bang! Boom! History!,Mike & Luke Reeve,https://feed.podbean.com/bangboomhistory/feed.xml,"”Bang! Boom! History!” is a fun and exciting podcast for kids, exploring the most explosive moments in history! Each episode takes young listeners on a thrilling journey through time, with stories of famous battles, incredible inventions, and legendary leaders. Presented by father and son team Mike (36) and Luke (9), this podcast makes history easy to understand and impossible to forget! Perfect for curious minds ready to discover the past.",Podbean,en,https://pbcdn1.podbean.com/imglogo/image-logo/19219266/Bang_Boom_History_Podcast_1_7mnoz.jpg,2026-07-25 06:30:57,7969221,confirmed,https://bangboomhistory.podbean.com,1784961057,5c91925ea94eb56e49e348d3a6beb35d,,0,0,CORPORATE
Kid CEO: Daily,Kid CEO Media,https://anchor.fm/s/d69e9a4/podcast/rss,"On this daily news podcast, 15-year old entrepreneur and podcaster Benjamin Wong updates and informs listeners on the ever-changing world. From international happenings to what's going on on Wall St, Ben keeps things simple, educational, and entertaining.",Anchor,en-us,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/2150449/2150449-1637628886438-cca53b46b2fad.jpg,2026-07-25 06:30:50,7969219,confirmed,https://podcasters.spotify.com/pod/show/benjamin-wong,1784961050,0705e7810cf05377b35d3624bbc3063d,,0,0,CORPORATE
Your Dog And Cat's Nutritionist,Sam - The Pet Quarter,https://anchor.fm/s/fa295158/podcast/rss,Dog & Cat Podcast,Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/41870118/41870118-1727954906191-e8247dfb8646e.jpg,2026-07-25 06:30:45,7969218,confirmed,https://www.thepetquarter.co.uk,1784961045,62f7d0df7a1fb22fd78690c8f5b42725,,0,0,INDIVIDUAL
Break Stuff: The Story of Woodstock '99,The Ringer | Luminary,https://feeds.acast.com/public/shows/65136295c2fc1f0011723ae9,"In 1999, a music festival took place in upstate New York that became a social experiment. There were riots, looting, and numerous assaults. And it was set to a soundtrack of the era’s most aggressive rock bands. Incredibly, it was the third iteration of Woodstock, a festival known for peace, love, and hippie idealism. But Woodstock ’99 revealed some hard truths behind the myths of the 1960s, and the danger that nostalgia can engender.<hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>",Acast,en,https://assets.pippa.io/shows/65136295c2fc1f0011723ae9/1695822717964-8e7a8bfa6b698b1e6d9217ba1c3337d4.jpeg,2026-07-25 06:30:39,7969217,confirmed,https://luminarypodcasts.com/listen/the-ringer/break-stuff-the-story-of-woodstock-99/708febba-17a8-4f4b-a81f-63b1a53e7135,1784961039,5608b41aeb6866287f5e33c877fc3a95,,0,0,CORPORATE
The Banner Ravens Podcast,The Baltimore Banner,https://feed.podbean.com/bannerravens/feed.xml,"The Baltimore Banner presents ’The Banner Ravens Podcast,’ hosted by Paul Mancano and Jonas Shaffer. Twice a week, we’ll have in-depth analysis and breakdowns featuring The Banner’s roster, including columnist Kyle Goon and reporter Aron Yohannes. Nobody does Ravens coverage like The Baltimore Banner.",Podbean,en,https://pbcdn1.podbean.com/imglogo/image-logo/17114215/The_Banner_Ravens_Podcast_New_Logo_73hfut.jpg,2026-07-25 06:30:23,7969215,confirmed,https://bannerravens.podbean.com,1784961023,42f8939b91b02a8e4f07d865fa637da1,,0,0,CORPORATE
1-Love,Tom Lorencin,https://anchor.fm/s/11256440c/podcast/rss,"Welcome to 1-Love, a podcast built around the shared love of tennis!
Join me, as I interview all sorts of guests from the world of tennis, as we dive into what makes the sport so special. 
New episodes every week.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/45926107/45926107-1783286506482-045cb44653921.jpg,2026-07-25 06:19:12,7969209,confirmed,https://podcasters.spotify.com/pod/show/tom-lorencin,1784960352,9ef8e0671d84d67e5b8548cdb9b05f82,6787952855.0,2,0,INDIVIDUAL
