title,author,url,description,host_platform,language,image,dateAdded,id,status,link,timeAdded,contentHash,itunesId,source,dead,is_corporate
Lorelei of the Red Mist,"Leigh Douglass Brackett, Ray Bradbury",https://www.spreaker.com/show/7148064/episodes/feed,"Ray Starke, a small time criminal, crashes his shuttle while trying to escape pursuit after robbing a payroll worth millions of credits. When he comes to there is an alien woman telling him he's dying but she will put his consciousness in another body and help him escape using telepathy. - Summary by kirk202",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/28503e0550866d92c7daefce8f5cd409.jpg,2026-07-02 15:54:20,7938432,confirmed,https://www.spreaker.com/podcast/lorelei-of-the-red-mist--7148064,1783007660,d63ed6ec046124d40adcb8d3b76f0c1d,,4,0,INDIVIDUAL
Mummy! A Tale of the Twenty-Second Century,Jane C. Loudon,https://www.spreaker.com/show/7147986/episodes/feed,"The Mummy!: Or a Tale of the Twenty-Second Century is about a wise Egyptian mummy who is reanimated far in the future. With a different take on what lies ahead for civilization inspired from the exciting developments of the era, it is a strange, entertaining story and an early science fiction work by a woman novelist. (Summary by A. Gramour)",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/ac8cf8551e3c0dce3eccd01156a53aa2.jpg,2026-07-02 15:53:44,7938426,confirmed,https://www.spreaker.com/podcast/mummy-a-tale-of-the-twenty-second-century--7147986,1783007624,192732df0aad3a555be9d54f0ca52e55,,4,0,INDIVIDUAL
Chaos To Calm,Amy Dalwood-Fairbanks,https://feeds.captivate.fm/chaos-to-calm/,"Parenting a neurodivergent child can feel exhausting, isolating and misunderstood. Chaos to Calm is a compassionate podcast for parents navigating anxiety, sensory overwhelm, meltdowns, shutdowns, autistic burnout and school avoidance. Hosted by paediatric hypnotherapist and neurodivergent parent Amy Dalwood-Fairbanks, each episode offers practical, low-demand support to help you understand what’s happening beneath your child’s behaviour. You’ll explore shared calm, emotional safety and nervous system-led parenting, without blame or judgement. Follow Chaos to Calm and join the Magic Minds Parents’ Hub for more gentle, realistic family support. The link is in the show notes.",Captivate,en,https://artwork.captivate.fm/662ae9b6-1e0e-46ce-9c85-58cc42fc8277/Amy-Dalwood-Fairbanks-draft.jpg,2026-07-02 15:52:39,7938419,confirmed,https://chaos-to-calm.captivate.fm,1783007559,62d4a1bfefa5bda0db4083356cb4d4e1,,0,0,INDIVIDUAL
Tenth Planet,Joseph Samachson,https://www.spreaker.com/show/7148012/episodes/feed,"The population explosion has reached a point of grave danger for the Solar System. The inhabitants of all nine planets, cramped together in layers of airless living quarters, are becoming ill. If something isn’t done, the species will soon die out! Captain Future has a solution. He has devised an ingenious means of building a new planet. His idea is hailed by the government and the people alike. Only one man secretly opposes the plan, Harley Brooks, the corrupt interplanetary tycoon, has his own plans for a Solar System Empire. He must now see that Captain Future disappears — permanently! - Summary by Original book cover",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/2fc61e20ddb0568764ee6b7f6c35219e.jpg,2026-07-02 15:52:28,7938417,confirmed,https://www.spreaker.com/podcast/tenth-planet--7148012,1783007548,0f08f716d7c9bcfba1bc1e35d83f2502,,4,0,INDIVIDUAL
Revolutions of Time,Jonathan Dunn,https://www.spreaker.com/show/7148008/episodes/feed,"The Canitaurs, who believe that the past is the key to the future, and the Zards, who believe that the past is just the past, are at war and each believes that a redeemer will arrive and propel them to victory. What role Jehu, who has been summoned to the island of Daem, will play in stopping these hostilities is unclear but he soon learns that he will determine not just the outcome of the war but the fate of all humanity.",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/5736e7920616eec91baafbf68fcd2099.jpg,2026-07-02 15:52:11,7938416,confirmed,https://www.spreaker.com/podcast/revolutions-of-time--7148008,1783007531,af1f18a20eaf2c6f167c6769df9217ab,,4,0,INDIVIDUAL
Subspace Survivors,Lee Hawkins Garby,https://www.spreaker.com/show/7148043/episodes/feed,"A team of space travelers are caught in a subspace accident which, up to now, no one has ever survived. But some of the survivors of the Procyon are not ordinary travelers. Their psi abilities allow them to see things before they happen. But will it be enough? Smith's story ""Subspace Survivors"" first appeared in the July 1960 issue of the magazine Astounding.",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/d241291d01b11f0b19639bb2dd365282.jpg,2026-07-02 15:51:56,7938415,confirmed,https://www.spreaker.com/podcast/subspace-survivors--7148043,1783007516,40aa3b0961523edaad75eedd003bf1fb,,4,0,INDIVIDUAL
Slave Planet,Laurence M. Janifer,https://www.spreaker.com/show/7148042/episodes/feed,"Fruyling's World ... rich in the metals that kept the Terran Confederation going—one vital link in a galaxy-wide civilization. But the men of Fruyling's World lived on borrowed time, knowing that slavery was outlawed throughout the Confederation—and that only the slave labor of the reptilian natives could produce the precious metals the Confederation needed! As the first hints of the truth about Fruyling's World emerge, the tension becomes unbearable—to be resolved only in the shattering climax of this fast-paced, thought-provoking story. - Summary by Book Intro",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/a3a56679e14646b564f86a95b15944f9.jpg,2026-07-02 15:51:53,7938414,confirmed,https://www.spreaker.com/podcast/slave-planet--7148042,1783007513,b0e9a911e36923631ccc816cd2052402,,4,0,INDIVIDUAL
Centaurians,L. D. Biagi,https://www.spreaker.com/show/7148041/episodes/feed,"Published in 1911, 15 years before the first verified discovery of the North Pole and in the same year when F. Cook published a memoir claiming his own discovery of the Pole, this short SciFi about the discovery of the Pole and the civilisation on the other side which is supposedly 6 centuries in advance compared to our own, was doomed to sink in the unknown from the beginning on. But reading it a century later, this SciFi shows its own charm by conveying the general sentiment in the society short before the big discovery and the motivation behind the continued exploration despite the associated hardships. Some predictions, such as the manmade diamonds, even came true very recently, while some others are overtaken by the real advancement in science already. - Summary by gyllila",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/4329809d7ff963ef57520ebc362fbc1d.jpg,2026-07-02 15:51:44,7938413,confirmed,https://www.spreaker.com/podcast/centaurians--7148041,1783007504,b0876fdf7d0f5d95364949ae88001117,,4,0,INDIVIDUAL
Countdown,Kurt Becker. S. J.,https://www.spreaker.com/show/7148039/episodes/feed,"The first flight to outer space became an actual fact – Mars would be the first stop. But before the spaceship took off, two insane enemies almost succeeded in preventing the departure. This science fiction story for teens was written by a Catholic priest. (Summary from the original jacket and Maria Therese)",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/b8c4844f4d958c1ee122a3272b69d58a.jpg,2026-07-02 15:51:29,7938412,confirmed,https://www.spreaker.com/podcast/countdown--7148039,1783007489,fa3b7d41b6598d6e13f9fca48cbfb33a,,4,0,INDIVIDUAL
Nequa or The Problem of the Ages,Jack Adams,https://www.spreaker.com/show/7147964/episodes/feed,"Nequa or The Problem of the Ages is one of the first feminist science fiction books published in the United States. It was first serialized in the newspaper Equity, and two editions were published in Topeka, Kansas in 1900. The voyage described in Nequa is to the Arctic. The captain of the ship is amazed to find that when they reach a certain spot, which should be close to the North Pole, the compass shows that the ship is suddenly traveling south. Actually they have sailed into the interior of the earth, where they meet the Altrurians, a people who have developed into a more cooperative society than those of the outer earth. Individual Altrurians describe how the evolution of their society took place. These explanations reflect the Populist thought of the time, with definite feminist proclivities, thereby providing the tone of a political novel. While the book was published with the pseudonym of Jack Adams, it was copyrighted under the names Alcanoan A. Grigsby and Mary P. Lowe, who are presumed to be the true authors. - Summary by Jeff Burke",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/3b7c8b4990e060c00b168a0a9bc2483a.jpg,2026-07-02 15:51:09,7938409,confirmed,https://www.spreaker.com/podcast/nequa-or-the-problem-of-the-ages--7147964,1783007469,f23f275a2821c8b845c6114b9405cb71,,4,0,INDIVIDUAL
