title,author,url,description,host_platform,language,image,dateAdded,id,status,link,timeAdded,contentHash,itunesId,source,dead,is_corporate
We Kinda Played,Ryan + John,https://anchor.fm/s/11663fbe8/podcast/rss,"Two best friends, talking about Sports, life, and some nonsense. Please don't take us seriously.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46606186/46606186-1789754178458-e16141099b3d9.jpg,2026-09-20 12:25:15,8041669,confirmed,https://podcasters.spotify.com/pod/show/ryan-l91,1789907115,2a0a801a303ba04d7753b229688a4884,6813280168.0,2,0,CORPORATE
"Learn Italian for Beginners A0-A1 | Daily News Class in Simple Italian, Explained in English",LinguaWire,https://feeds.acast.com/public/shows/6a9f1ab2f8f4d42589e8e93b,"<p>Learn Italian from zero, with real news, every morning. One short class a day in slow, simple Italian at A0-A1, explained line by line in English, with a free full transcript.</p><br><p>Read today's lesson sheet:</p><p>https://linguawire.com/class/italian</p><br><p>WHAT YOU GET</p><p>A new class every morning. One real story from the day's news, said slowly in Italian, then taken apart word by word with the English beside it.</p><br><p>Every episode has its own page with the full Italian transcript, the English translation beside it, the day's vocabulary, one grammar point and a short quiz.</p><br><p>Every episode is also a video. If your podcast app is not showing it, watch on https://linguawire.com/class/italian</p><br><p>If you have never studied Italian, start with today's episode. There is no order to catch up on.</p><br><p>If you have been looking for an Italian course for beginners built on real material rather than scripted dialogues, this is it.</p><br><p>NOT SURE THIS IS YOUR LEVEL?</p><p>Our free Italian level check shows what level you are overall and across 8 sub-skills, so you know what to work on next:</p><p>https://linguawire.com/assessment</p><br><p>WHEN THE CLASS STARTS TO FEEL SLOW</p><p>The same news, without the lesson around it, at A1, A2 and B1+. Search LINGUAWIRE Italian A1.</p><br><p>MORE FROM LINGUAWIRE</p><p>The language guide: https://linguawire.com/guide</p><p>Every language and level: https://linguawire.com/podcasts</p><br><p>Also in Spanish, German, French and Portuguese.</p><br><p>If today's class helped, please follow the show. It is the single best thing that helps other Italian learners find us.</p><br><p>Note: LINGUAWIRE classes use AI support for translation and multi-language recording, with native-speaker scripting and supervision.</p><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>",Acast,en,https://assets.pippa.io/shows/6a9f1ab2f8f4d42589e8e93b/1788811976422-08a3ff42-586e-4447-afc6-d3bcd19c933e.jpeg,2026-09-20 12:19:11,8041665,confirmed,https://shows.acast.com/learn-italian-for-beginners-a0-a1-daily-news-class-in-simple,1789906751,c11b431a2307c6ac411e9e8f1db33051,6809701921.0,2,0,INDIVIDUAL
BEYOND THE SOIL,"𝙈𝙥𝙪𝙢𝙚𝙡𝙚𝙡𝙤 𝙉𝙩𝙤𝙯𝙖𝙠𝙝𝙚 ""𝙎𝙮𝙙𝙣𝙚𝙮 𝙍""",https://anchor.fm/s/fb87133c/podcast/rss,"Beyond The Soil Podcast digs deep into the world of agriculture, from farm innovations and climate-smart practices to the stories of everyday farmers shaping the future of food. It’s educational, entertaining, and fun, where learning about the land feels like a good chat over a fresh cup of coffee.",Anchor,en-za,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/42099335/42099335-1782326841136-5bc2199a45e78.jpg,2026-09-20 12:10:02,8041662,confirmed,https://podcasters.spotify.com/pod/show/sydney9755,1789906202,5dd5a1cdfafa1b38f4f273aea0f03464,6811824097.0,2,0,INDIVIDUAL
Feed Me Gems Podcast with Hannah & Brayden,Feed Me Gems,https://anchor.fm/s/1175aa664/podcast/rss,"Welcome to the Feed Me Gems Podcast.
Join Hannah and Brayden for honest conversations about business, family, faith, and everything in between. We’ll take you behind the scenes of Feed Me Gems and share the wins, challenges, chaos, and lessons that come with building a business and raising a family, but we’re not stopping there.
From conversations with inspiring guests and fellow entrepreneurs to encouragement, big ideas, faith, and topics that have absolutely nothing to do with jewelry, you never quite know where the conversation will go.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46767841/46767841-1789593775982-03e586f002d0a.jpg,2026-09-20 12:01:38,8041657,confirmed,https://podcasters.spotify.com/pod/show/feed-me-gems5,1789905698,b16c3c0293972afa2a05f86e6e25b329,6813225876.0,2,0,INDIVIDUAL
The Wright Decision,Franklin Mathew,https://www.spreaker.com/show/7375067/episodes/feed,"The Wright Decision explores the choices, challenges, and turning points that shape our lives. From big decisions to everyday dilemmas, each episode brings thoughtful conversations, real experiences, and practical perspectives to help you see your options more clearly—and make decisions with confidence.",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/images.spreaker.com/nuvolari-assets/yellow_square_mic.jpg,2026-09-20 11:59:24,8041654,confirmed,https://www.spreaker.com/podcast/the-wright-decision--7375067,1789905564,e01c84f6d2b0b5d3e5e4ad7dc86bc1ab,,4,0,INDIVIDUAL
EmpowerHER: Becoming HER,Kendra,https://anchor.fm/s/1176336f8/podcast/rss,"EmpowerHer: Becoming HER is for the woman who is rebuilding, healing, growing, and becoming. 
Hosted by a women’s health and strength coach, this podcast explores women’s health, strength training, fitness, nutrition, body confidence, healing, resilience, and personal growth.
We’ll talk about domestic violence, divorce, motherhood, relationships, faith, starting over, and finding yourself again. 
And strength isn’t just measured by what you can lift.
Sometimes strength is walking away. Starting over. Setting boundaries. Choosing yourself. And having the courage to become someone new.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46773454/46773454-1789657477287-7e5b61c2b4755.jpg,2026-09-20 11:57:53,8041652,confirmed,https://podcasters.spotify.com/pod/show/kendra44,1789905473,1f8b503dbe40cb2aa5423a15dce9eb55,6813225821.0,2,0,INDIVIDUAL
NO PLANS PODCAST,Joe and Mike,https://anchor.fm/s/ecc35e28/podcast/rss,Join hosts JOE and MIKE as we discuss all things ENTERTAINMENT ! Movie/show/video game/ music reviews and rankings! We are two DORKS who love all things Media and don’t take ourselves too seriously. So kick up your feet (unless you’re driving ) and ENJOY our randomness as we ENTERTAIN your socks off!!!,Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/39622266/39622266-1788211551697-f6a0ce1005e5c.jpg,2026-09-20 11:36:24,8041645,confirmed,https://podcasters.spotify.com/pod/show/joe9018,1789904184,3b729331fd9874c168c95f8d5bc6eeb5,6813169277.0,2,0,CORPORATE
The Maestro Online Podcast,The Maestro Online,https://rss.buzzsprout.com/2651987.rss,"<p>Conversations with the world's performer-teachers, hosted by Dr Robin Harrison FRSA, CEO of The Maestro Online - the world's only Ofqual-regulated historically informed Piano Improvisation Exam Board. Each episode is an interview from our masterclass library: Penelope Roskell on healthy technique, Ann Labounsky on studying with Langlais in 1960s Paris, Nick Ingman on Berklee, Oasis and film scoring, Jason Roberts on improvisation as composition, and many more. Full masterclasses at the-maestro-online.com.</p>",Buzzsprout,en-gb,https://storage.buzzsprout.com/4l7sfafrwhbhdea1owabtfzu5nvs?.jpg,2026-09-20 11:19:41,8041637,confirmed,https://www.buzzsprout.com/2651987,1789903181,d38af4fec84fc5908e4d910ad945a7a2,,0,0,CORPORATE
Vite in allestimento,Vite in allestimento,https://www.spreaker.com/show/7374869/episodes/feed,"Diffidate di chi ha una risposta pronta per qualsiasi domanda. Viviamo in un tempo in cui sembra che tutti debbano insegnarti qualcosa, tutti esperti, tutti sicuri. Ma io ho iniziato a fidarmi solo di chi sa dire <i>""non lo so""</i> ed ha ancora il coraggio di imparare.",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/51397ae8af90a822115b360eea9b4d1b.jpg,2026-09-20 10:44:39,8041611,confirmed,https://www.spreaker.com/podcast/vite-in-allestimento--7374869,1789901079,11a6b251fe831371128c64d7d97e35c7,,4,0,INDIVIDUAL
Organized Chaos with Brian & Courtney,Brian Ellison,https://anchor.fm/s/117307b78/podcast/rss,"Welcome to Organized Chaos, a podcast hosted by Brian and Courtney—two millennials navigating real-life marriage, family, and ministry.
Between staying at home with three kids under ten, student ministry, and Courtney’s latest crunchy phase, our life is rarely quiet and rarely fully put away. But in the middle of unfolded laundry and daily schedules, we’re finding order, big laughs, and real hope.
Whether you’re folding your own mountain of laundry, driving to work, or just taking a breather, pull up a seat and hang out with us for unfiltered stories and honest conversations.",Anchor,en,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/46740206/46740206-1789258564229-2afeb107d2749.jpg,2026-09-20 10:42:57,8041610,confirmed,https://podcasters.spotify.com/pod/show/brian-ellison4,1789900977,9b0204bcf68689a79cbc4ba3510bf3a0,6813685992.0,2,0,INDIVIDUAL
