title,author,url,description,host_platform,language,image,dateAdded,id,status,link,timeAdded,contentHash,itunesId,source,dead,is_corporate
The War Within America,Proud American Studios,https://feeds.captivate.fm/the-war-within-america/,"Host Dino Buloha is a Moroccan Muslim American who grew up in a Jewish neighborhood, took the U.S. citizenship oath, then spent years in the intelligence community pursuing Al Qaeda, ISIS and Boko Haram. He never expected the domestic half of that oath to matter. The War Within America is his answer. Each episode confronts the political rhetoric, division and erosion of shared identity he believes now threatens the nation from within. He names names across party lines and asks only one thing: think for yourself.",Captivate,en,https://artwork.captivate.fm/0afd7947-d8b3-48ca-aa76-c72dd0f80306/The-War-Within-America-1400x1400-Captivate-Show-Cover.jpg,2026-09-14 14:21:17,8034396,confirmed,https://proudamericanstudios.com,1789395677,b9c02755ee618c98c67fee5f10ea9245,,4,0,INDIVIDUAL
The Tiny Peyton Podcast,Connor Cross,https://rss.buzzsprout.com/2650756.rss,"<p>In depth, X's and O's Indianapolis Colts Podcast. </p>",Buzzsprout,en-us,https://storage.buzzsprout.com/7fwi1lt99wlfyj8y56qpfi8bj72g?.jpg,2026-09-14 14:14:38,8034379,confirmed,https://www.youtube.com/@tinypeytonpod,1789395278,97b105be92a9d057e83aaccf3df65930,,4,0,INDIVIDUAL
How I Killed My Mother,Jon-David,https://feeds.libsyn.com/627415/rss,"I didn't kill my mother.
But for years...
I believed I had.
This is the personal true story of what really happened.
And when my mother died, I thought I knew the story.
I was wrong.
Over twenty episodes, I revisit childhood, family secrets, caregiving, addiction, shame, humor, spirituality, psychics, and forgiveness.
Somewhere along the way...
I finally found peace.",Libsyn,en,https://static.libsyn.com/p/assets/e/3/d/6/e3d67649c58e181516c3140a3186d450/how_I_killed_my_mother.jpg,2026-09-14 14:13:08,8034375,confirmed,https://howIkilledmymother.com,1789395188,c19fbad3601b94d97b289eb10543b086,6809045444.0,2,0,INDIVIDUAL
The Honoree Corder Show,Honoree Corder,https://feed.podbean.com/TheHonoreeCorderShow/feed.xml,"<p style=""text-align: justify;"">Every high achiever has a moment when blame stops working: a moment they stop pointing at the industry, the market, the parents, the ex, the ceiling, and start owning every part of their life. That moment is where extraordinary lives get built, and it is where this show goes.</p>
<p style=""text-align: justify;""><strong>The Honorée Corder Show</strong> is a long-form interview podcast hosted by Honorée Corder: bestselling author of 68 books, executive book producer, TEDx speaker, and founder of the Empire Builders Mastermind. Each week she sits down with a founder, author, executive, coach, attorney, or artist to trace the fork in the road they recognized, the choice they made to stop playing the victim, and what happened on the other side of that decision.</p>
<p style=""text-align: justify;"">Guests include Wall Street Journal bestselling author Brittany Hodak, <em>Real Artists Don't Starve</em> author Jeff Goins, #1 Wall Street Journal bestselling ghostwriter Alice Sullivan, Cannes-winning voice actor Shelly Shenoy, Nashville K-9 founder Ali Hemyari, and more than a dozen other founders, coaches, and thought leaders across finance, real estate, marketing, hospitality, law, and executive coaching.</p>
<p style=""text-align: justify;"">Expect honest conversation about entrepreneurship, leadership, mindset, personal accountability, writing and publishing, money, and the practice of taking full responsibility for your work and your life. No hustle-culture theater, and no credential stacking--just the decision that separates the people who build the life they want from the people who complain about the one they have.</p>
<p style=""text-align: justify;"">Get a complimentary copy of <a href=""https://BookHip.com/WPVATJR"">Your Book Means Business</a> here or at HonoreeCorder.com, and her Nonfiction Author's Empire Roadmap <a href=""https://honoreecorder.com/roadmap/"">here</a>.</p>",Podbean,en,https://pbcdn1.podbean.com/imglogo/image-logo/22386668/06_Podcast_Cover_1400x1400.png,2026-09-14 14:08:57,8034362,confirmed,https://TheHonoreeCorderShow.podbean.com,1789394937,c2459da25b24ce8e26cc1570cc0307f1,6809586703.0,2,0,INDIVIDUAL
Winds of the North,Miguel Gómez,https://feeds.captivate.fm/winds-of-the-north-en/,"Winds of the North is an epic fantasy audio drama set in the story world of Pirámide de Espejo. On the Empire’s northern frontiers, amid mountains, watchtowers and roads scoured by the cold, soldiers, mercenaries and new recruits are drawn into conflicts they are only beginning to understand. Ancient powers, rivalries and secrets intertwine as the north reveals its true face.
A serialized story of war, loyalty, survival and mystery, crafted as an immersive listening experience in which voice, music and sound design bring a much larger world to life.",Captivate,en,https://cdn.captivate.fm/placeholder/default-artwork.jpg,2026-09-14 14:08:20,8034360,confirmed,https://piramidedeespejo.com/podcast/,1789394900,6f08be88dbac23355bc6f8d9d0ef292a,,4,0,INDIVIDUAL
"Voice Notes From Your Inner Child's Big Sister, with Megan Griffith",Megan Griffith,https://feeds.captivate.fm/inner-child-big-sister/,"You're doing all the inner child healing, but it's honestly a bit...lonely. This podcast feels like driving down the highway listening to a 20-minute voice note from your big sister who keeps going back and forth between trauma dumping and saying the funniest shit you've ever heard. Enjoy, and stay hopeful friends.",Captivate,en,https://artwork.captivate.fm/c4c20d2b-6a12-4002-8288-9171b7614874/voice-notes-from-your-inner-child-s-big-sister-1280-x-1280-px.png,2026-09-14 14:01:47,8034349,confirmed,https://inner-child-big-sister.captivate.fm,1789394507,089aee0ff5c4d3a2f8245bab585bd129,,4,0,INDIVIDUAL
WDRK 93.3: The Dark,Tales From The Dark,https://www.spreaker.com/show/7335005/episodes/feed,"93.3 WDRK is a fictional audio drama and a love letter to the small-town overnight radio shows of yesterday.<br /><br /><br />Every night, Tim settles behind the microphone to read community announcements, take calls from the people still awake, and keep the station company until morning.<br /><br />Most callers just need someone to talk to. Others have stories they can’t explain and some seem to know more about the station than they should.<br /><br /><br />Set against the quiet back roads, dark woods, and isolated lakes of rural Arkansas, WDRK blends the familiar comfort of late-night radio with a slow-burning mystery unfolding one broadcast at a time.<br />The roads are empty. <br /><br /><b>The signal is clear. Somebody is always listening.</b><br /><br /><i><b>Keep the radio on.</b></i><br />",Spreaker,en,https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/8754c54b9737722ecf3a23a95c5f3519.jpg,2026-09-14 13:59:44,8034346,confirmed,https://www.spreaker.com/podcast/wdrk-93-3-the-dark--7335005,1789394384,eeec6f9072ee5a239efe6320ef8fa374,,4,0,INDIVIDUAL
The Honest Table,Kyan Health,https://rss.buzzsprout.com/2650762.rss,"<p>Kyan Health sits down with the global leaders driving change in workplace mental health.</p><p>What is genuinely new, what should be built into how companies operate next, how AI is changing the work, and what it takes to deliver care that is global and local at once.</p><p>Hosted by Vlad Gheorghiu and Konstantin Struck, co-founders of Kyan Health.</p><p>Every conversation is a seat at the table.</p>",Buzzsprout,en-us,https://storage.buzzsprout.com/rhyv6wm5e5dvkldl7yn0o9xlrigf?.jpg,2026-09-14 13:50:27,8034339,confirmed,https://www.buzzsprout.com/2650762,1789393827,625a21b9fadafe5ef876e3a516b50589,,4,0,INDIVIDUAL
The Seasonal Shift,Sarah,https://rss.buzzsprout.com/2650572.rss,"<p><b>Welcome to The Seasonal Shift — a monthly 15-minute pause to help you take one Action, challenge one Belief, and make one Connection that could shift your business, behaviour, or mindset.</b></p><p><br></p><p>Some months, your ABC might be simple and achievable. Other times, it might challenge you to step outside your comfort zone, tackle something you've been putting off, or see your business — or yourself — in a completely different way.</p><p><br></p><p>But whatever the ABC, the aim is the same: <b>to create a small, meaningful shift that keeps you moving forward in life and business.</b></p><p><br></p><p>So, grab a beverage, a pen and paper, take 15 minutes for yourself, and let's get started.</p><p><br></p><p>I'll be working alongside you — and I'd love to hear what you do with your ABC.</p>",Buzzsprout,en-gb,https://storage.buzzsprout.com/n2yawk6a3t59yll4i9wzit29pumm?.jpg,2026-09-14 13:47:41,8034337,confirmed,,1789393661,0f6bc7a7c26139227868d72b618b9908,,0,0,INDIVIDUAL
Mistä Puhutaan.,Ville Rist,https://feeds.captivate.fm/mist-puhutaan/,"Mistä puhutaan – Ilta-Sanomien uusi ohjelma vie pintaa syvemmälle Suomen kuumimmissa puheenaiheissa. Kiinnostavimmat uutiset, ihmiset ja se, mitä tapahtuu kulisseissa.",Captivate,en,https://artwork.captivate.fm/08afc446-4e6d-4d30-8c60-c73412198b29/ISMistaPuhutaan-podcast-3000.jpg,2026-09-14 13:46:20,8034336,confirmed,https://mist-puhutaan.captivate.fm,1789393580,4911efc1ef66900326f3b7c1d32108ca,,4,0,INDIVIDUAL
